dependent_variable,coef,std err,t,P>|t|,R_SQ,F_STAT,N
financial_growth.tenYNetIncomeGrowthPerShare,1.0388,0.724,1.435,0.155,0.023,2.06,90
S&P500_INFO.CIK,-427700,279000,-1.532,0.129,0.023,2.349,101
financial_growth.fiveYOperatingCFGrowthPerShare,0.4035,0.29,1.392,0.168,0.022,1.938,88
ratio.effectiveTaxRate,0.0415,0.034,1.221,0.227,0.022,1.49,68
ratio.companyEquityMultiplier,0.6783,0.506,1.34,0.184,0.022,1.797,83
financial_growth.sgaexpensesGrowth,-0.0729,0.054,-1.36,0.177,0.021,1.849,88
key_metrics.debtToEquity,0.6655,0.509,1.308,0.195,0.021,1.711,83
ratio.debtEquityRatio,0.6655,0.509,1.308,0.195,0.021,1.711,83
ratio.dividendPaidAndCapexCoverageRatio,-2.7596,2.258,-1.222,0.226,0.021,1.493,72
balance_sheet.totalStockholdersEquity,-1998000000,1460000000,-1.365,0.176,0.02,1.864,92
cash_flow.commonStockIssued,-15660000,23000000,-0.682,0.502,0.02,0.4645,25
financial_growth.tenYOperatingCFGrowthPerShare,0.6214,0.463,1.343,0.183,0.02,1.805,92
key_metrics.inventoryTurnover,1.1262,0.874,1.289,0.201,0.02,1.662,82
ratio.inventoryTurnover,1.1262,0.874,1.289,0.201,0.02,1.662,82
balance_sheet.totalLiabilitiesAndStockholdersEquity,-4807000000,3650000000,-1.316,0.192,0.019,1.732,91
cash_flow.otherWorkingCapital,-716500000,567000000,-1.264,0.21,0.018,1.597,91
cash_flow.freeCashFlow,328800000,275000000,1.196,0.235,0.017,1.43,87
financial_growth.tenYRevenueGrowthPerShare,0.2879,0.229,1.258,0.212,0.017,1.583,91
key_metrics.interestCoverage,3.1462,2.63,1.196,0.235,0.017,1.431,84
ratio.interestCoverage,3.1462,2.63,1.196,0.235,0.017,1.431,84
financial_growth.operatingCashFlowGrowth,0.1794,0.153,1.171,0.245,0.016,1.372,85
income_statement_growht.growthEBITDA,-0.1216,0.104,-1.169,0.246,0.016,1.365,85
key_metrics.researchAndDdevelopementToRevenue,0.007,0.009,0.783,0.438,0.016,0.6131,40
key_metrics.capexToDepreciation,-0.1755,0.162,-1.085,0.282,0.016,1.176,73
key_metrics.payablesTurnover,-2.1522,1.957,-1.1,0.275,0.016,1.21,76
ratio.payablesTurnover,-2.1522,1.957,-1.1,0.275,0.016,1.21,76
balance_sheet.deferredTaxLiabilitiesNonCurrent,-350800000,329000000,-1.065,0.29,0.015,1.134,75
balance_sheet.otherNonCurrentLiabilities,194900000,176000000,1.108,0.271,0.015,1.228,82
income_statement_growht.growthCostAndExpenses,-0.062,0.054,-1.159,0.25,0.015,1.342,91
key_metrics.enterpriseValue,7576000000,6750000000,1.123,0.265,0.015,1.261,84
key_metrics.stockBasedCompensationToRevenue,0.0011,0.001,1.093,0.278,0.015,1.195,78
balance_sheet.totalLiabilities,-3207000000,2770000000,-1.156,0.251,0.014,1.336,95
cash_flow.otherNonCashItems,89850000,86900000,1.033,0.305,0.014,1.068,80
cash_flow.otherFinancingActivites,-27020000,26900000,-1.006,0.318,0.014,1.012,73
financial_growth.freeCashFlowGrowth,0.2298,0.227,1.013,0.314,0.013,1.026,80
financial_growth.rdexpenseGrowth,-0.0469,0.065,-0.721,0.475,0.013,0.5197,40
income_statement_growht.growthOperatingExpenses,-0.0826,0.078,-1.06,0.292,0.013,1.124,85
income_statement_growht.growthOperatingIncomeRatio,-0.1293,0.135,-0.957,0.342,0.013,0.9161,74
income_statement_growht.growthEPSDiluted,0.2826,0.272,1.038,0.302,0.013,1.078,87
key_metrics.capexPerShare,0.8423,0.812,1.038,0.302,0.013,1.077,83
balance_sheet.longTermDebt,-1408000000,1330000000,-1.058,0.293,0.012,1.119,94
financial_growth.revenueGrowth,-0.0526,0.05,-1.053,0.295,0.012,1.11,91
financial_growth.tenYShareholdersEquityGrowthPerShare,0.5746,0.552,1.041,0.301,0.012,1.083,93
financial_growth.fiveYShareholdersEquityGrowthPerShare,0.2993,0.293,1.02,0.31,0.012,1.041,90
income_statement_growht.growthGeneralAndAdministrativeExpenses,-0.05,0.05,-1.009,0.316,0.012,1.018,87
income_statement_growht.growthDepreciationAndAmortization,-0.035,0.041,-0.86,0.393,0.012,0.7392,65
income_statement_growht.growthEPS,0.2815,0.272,1.035,0.304,0.012,1.071,87
income_statement_growht.growthWeightedAverageShsOutDil,0.0072,0.008,0.96,0.34,0.012,0.9222,81
balance_sheet.longTermInvestments,-340600000,552000000,-0.617,0.541,0.011,0.3808,36
cash_flow.changeInWorkingCapital,200000000,208000000,0.959,0.34,0.011,0.9203,84
financial_growth.assetGrowth,0.0268,0.027,0.976,0.332,0.011,0.9516,86
income_statement_growht.growthRevenue,-0.0496,0.05,-0.985,0.327,0.011,0.9695,92
balance_sheet.otherNonCurrentAssets,-122700000,141000000,-0.868,0.388,0.01,0.7527,78
balance_sheet.totalNonCurrentAssets,-2738000000,2840000000,-0.963,0.338,0.01,0.9276,91
balance_sheet.retainedEarnings,1980000000,2060000000,0.96,0.34,0.01,0.9221,90
financial_growth.threeYRevenueGrowthPerShare,-0.0866,0.091,-0.952,0.344,0.01,0.9058,94
key_metrics.daysPayablesOutstanding,13.2077,15.041,0.878,0.383,0.01,0.7711,78
ratio.daysOfPayablesOutstanding,13.2077,15.041,0.878,0.383,0.01,0.7711,78
ratio.operatingCashFlowSalesRatio,0.0217,0.024,0.915,0.363,0.01,0.8377,81
balance_sheet.cashAndCashEquivalents,309000000,338000000,0.914,0.363,0.009,0.8362,91
financial_growth.threeYNetIncomeGrowthPerShare,0.2981,0.353,0.844,0.401,0.009,0.7127,83
income_statement.ebitdaratio,-0.0263,0.029,-0.914,0.363,0.009,0.8358,95
ratio.longTermDebtToCapitalization,0.0662,0.074,0.895,0.373,0.009,0.8006,86
enterprise_value.minusCashAndCashEquivalents,309000000,338000000,0.914,0.363,0.009,0.8362,91
balance_sheet.netDebt,-1125000000,1310000000,-0.86,0.392,0.008,0.7397,94
balance_sheet.otherCurrentAssets,-82680000,113000000,-0.732,0.466,0.007,0.5362,82
income_statement.researchAndDevelopmentExpenses,-40860000,73900000,-0.553,0.583,0.007,0.3059,45
income_statement_growht.growthResearchAndDevelopmentExpenses,-0.0298,0.058,-0.517,0.608,0.007,0.2674,42
income_statement_growht.growthIncomeBeforeTax,-0.1712,0.221,-0.773,0.442,0.007,0.5982,83
income_statement_growht.growthWeightedAverageShsOut,0.0056,0.008,0.738,0.463,0.007,0.544,82
key_metrics.cashPerShare,0.6878,0.927,0.742,0.46,0.007,0.5508,82
key_metrics.tangibleAssetValue,-1554000000,2050000000,-0.757,0.451,0.007,0.5729,85
ratio.quickRatio,0.1694,0.214,0.793,0.43,0.007,0.6296,86
balance_sheet.intangibleAssets,422300000,623000000,0.678,0.5,0.006,0.4591,84
balance_sheet.totalAssets,-2694000000,3640000000,-0.74,0.461,0.006,0.5482,89
cash_flow.commonStockRepurchased,97140000,155000000,0.627,0.533,0.006,0.3933,69
financial_growth.weightedAverageSharesGrowth,0.0051,0.008,0.664,0.509,0.006,0.4408,79
income_statement.revenue,-2059000000,2800000000,-0.736,0.464,0.006,0.5412,95
income_statement.generalAndAdministrativeExpenses,-153600000,222000000,-0.691,0.492,0.006,0.4774,81
income_statement.otherExpenses,11560000,17700000,0.655,0.515,0.006,0.4284,75
income_statement_growht.growthInterestExpense,-0.0535,0.08,-0.668,0.506,0.006,0.4458,77
income_statement_growht.growthNetIncomeRatio,0.1804,0.249,0.724,0.471,0.006,0.5248,85
key_metrics.netDebtToEBITDA,-0.4111,0.586,-0.701,0.485,0.006,0.4915,88
key_metrics.incomeQuality,0.2233,0.319,0.701,0.486,0.006,0.491,78
key_metrics.grahamNumber,11.1794,15.588,0.717,0.475,0.006,0.5144,88
key_metrics.averageInventory,-206800000,319000000,-0.648,0.519,0.006,0.4203,76
cash_flow.stockBasedCompensation,7491000,12200000,0.616,0.54,0.005,0.3796,79
financial_growth.weightedAverageSharesDilutedGrowth,0.0047,0.008,0.616,0.54,0.005,0.3794,79
income_statement.costOfRevenue,-1207000000,1760000000,-0.686,0.495,0.005,0.4704,92
income_statement_growht.growthOperatingIncome,0.0771,0.125,0.615,0.54,0.005,0.3784,81
key_metrics.roe,0.0353,0.056,0.631,0.53,0.005,0.3988,81
ratio.returnOnEquity,0.0353,0.056,0.631,0.53,0.005,0.3988,81
balance_sheet.goodwillAndIntangibleAssets,866200000,1510000000,0.575,0.567,0.004,0.3305,92
balance_sheet.otherCurrentLiabilities,-92880000,174000000,-0.533,0.596,0.004,0.2838,69
cash_flow.dividendsPaid,-67990000,109000000,-0.622,0.536,0.004,0.3868,88
income_statement.costAndExpenses,-1549000000,2440000000,-0.636,0.526,0.004,0.4047,95
key_metrics.daysSalesOutstanding,4.1206,7.664,0.538,0.592,0.004,0.2891,81
ratio.daysOfSalesOutstanding,4.1206,7.664,0.538,0.592,0.004,0.2891,81
enterprise_value.addTotalDebt,-747400000,1310000000,-0.571,0.569,0.004,0.3261,92
balance_sheet.cashAndShortTermInvestments,198700000,388000000,0.513,0.609,0.003,0.263,92
balance_sheet.netReceivables,234900000,491000000,0.479,0.633,0.003,0.2292,93
balance_sheet.totalDebt,-693600000,1280000000,-0.543,0.589,0.003,0.2944,92
cash_flow.deferredIncomeTax,-34700000,72800000,-0.476,0.635,0.003,0.227,84
cash_flow.otherInvestingActivites,-6400000,13700000,-0.466,0.643,0.003,0.217,70
cash_flow.cashAtEndOfPeriod,187600000,343000000,0.547,0.586,0.003,0.2991,88
income_statement.interestExpense,-24250000,51200000,-0.473,0.637,0.003,0.224,85
income_statement.ebitda,290000000,573000000,0.506,0.614,0.003,0.2558,91
income_statement.totalOtherIncomeExpensesNet,-22570000,47100000,-0.479,0.633,0.003,0.2297,77
income_statement.weightedAverageShsOut,-38150000,71000000,-0.538,0.592,0.003,0.2891,89
income_statement.weightedAverageShsOutDil,-37280000,71200000,-0.524,0.602,0.003,0.2744,89
key_metrics.operatingCashFlowPerShare,0.9117,1.773,0.514,0.609,0.003,0.2644,85
key_metrics.workingCapital,-319800000,685000000,-0.467,0.642,0.003,0.2178,81
ratio.operatingCashFlowPerShare,0.9117,1.773,0.514,0.609,0.003,0.2644,85
enterprise_value.numberOfShares,-38150000,71000000,-0.538,0.592,0.003,0.2891,89
S&P500_INFO.Column1,-34.4087,58.437,-0.589,0.557,0.003,0.3467,101
balance_sheet.commonStock,21230000,57700000,0.368,0.714,0.002,0.1351,79
balance_sheet.accumulatedOtherComprehensiveIncomeLoss,638400000,1480000000,0.431,0.668,0.002,0.1855,90
cash_flow.cashAtBeginningOfPeriod,143500000,322000000,0.446,0.657,0.002,0.1991,89
financial_growth.ebitgrowth,-0.057,0.141,-0.403,0.688,0.002,0.1622,89
financial_growth.operatingIncomeGrowth,-0.057,0.141,-0.403,0.688,0.002,0.1622,89
income_statement.grossProfit,-431000000,998000000,-0.432,0.667,0.002,0.1866,98
income_statement.netIncomeRatio,0.0101,0.022,0.455,0.65,0.002,0.207,92
income_statement_growht.growthGrossProfit,-0.0264,0.062,-0.426,0.671,0.002,0.1816,84
income_statement_growht.growthIncomeBeforeTaxRatio,-0.067,0.155,-0.432,0.667,0.002,0.1864,77
key_metrics.bookValuePerShare,-3.2735,7.54,-0.434,0.665,0.002,0.1885,83
key_metrics.shareholdersEquityPerShare,-3.2735,7.54,-0.434,0.665,0.002,0.1885,83
key_metrics.evToFreeCashFlow,3.1838,8.685,0.367,0.715,0.002,0.1344,78
key_metrics.intangiblesToTotalAssets,0.0348,0.078,0.448,0.655,0.002,0.2005,87
key_metrics.returnOnTangibleAssets,0.0088,0.023,0.387,0.699,0.002,0.1501,86
key_metrics.netCurrentAssetValue,-607800000,1600000000,-0.38,0.705,0.002,0.1442,77
key_metrics.averageReceivables,-181100000,459000000,-0.394,0.694,0.002,0.1554,85
ratio.cashRatio,0.0526,0.121,0.434,0.665,0.002,0.1886,79
ratio.operatingProfitMargin,0.0091,0.023,0.393,0.695,0.002,0.1547,85
ratio.pretaxProfitMargin,0.0104,0.025,0.424,0.673,0.002,0.1796,82
ratio.ebitPerRevenue,0.0104,0.025,0.424,0.673,0.002,0.1796,82
balance_sheet.inventory,-116100000,389000000,-0.299,0.766,0.001,0.08915,90
balance_sheet.totalCurrentAssets,-451400000,1210000000,-0.372,0.711,0.001,0.1384,96
balance_sheet.taxAssets,20340000,110000000,0.185,0.854,0.001,0.03437,50
balance_sheet.otherAssets,39700000,126000000,0.315,0.753,0.001,0.09941,81
balance_sheet.totalCurrentLiabilities,-250000000,802000000,-0.312,0.756,0.001,0.09715,96
balance_sheet.totalNonCurrentLiabilities,-567400000,1780000000,-0.319,0.751,0.001,0.1017,89
cash_flow.depreciationAndAmortization,-63230000,225000000,-0.281,0.78,0.001,0.07878,78
financial_growth.debtGrowth,0.0204,0.07,0.291,0.772,0.001,0.08482,84
income_statement.depreciationAndAmortization,-75980000,245000000,-0.311,0.757,0.001,0.09651,83
income_statement_growht.growthTotalOtherIncomeExpensesNet,0.1368,0.524,0.261,0.795,0.001,0.06803,69
income_statement_growht.growthNetIncome,0.093,0.294,0.316,0.752,0.001,0.1001,88
key_metrics.netIncomePerShare,0.3732,1.46,0.256,0.799,0.001,0.06535,85
key_metrics.freeCashFlowYield,-0.0047,0.016,-0.294,0.769,0.001,0.08673,85
key_metrics.averagePayables,-144800000,437000000,-0.332,0.741,0.001,0.11,79
ratio.netProfitMargin,0.0064,0.021,0.296,0.768,0.001,0.08789,82
ratio.shortTermCoverageRatios,1.5286,8.08,0.189,0.851,0.001,0.03579,44
balance_sheet.goodwill,-87060000,953000000,-0.091,0.927,0,0.008345,89
balance_sheet.accountPayables,-53280000,453000000,-0.118,0.907,0,0.01386,96
balance_sheet.shortTermDebt,-582600,115000000,-0.005,0.996,0,2.55E-05,80
cash_flow.netIncome,22300000,287000000,0.078,0.938,0,0.006049,90
cash_flow.netCashProvidedByOperatingActivities,-12120000,402000000,-0.03,0.976,0,0.0009087,85
cash_flow.salesMaturitiesOfInvestments,10830000,250000000,0.043,0.966,0,0.001873,30
cash_flow.debtRepayment,27200000,347000000,0.078,0.938,0,0.006158,82
cash_flow.operatingCashFlow,-12120000,402000000,-0.03,0.976,0,0.0009087,85
financial_growth.grossProfitGrowth,0.0016,0.062,0.027,0.979,0,0.0007025,84
financial_growth.dividendsperShareGrowth,-0.0068,0.038,-0.177,0.86,0,0.03141,74
financial_growth.threeYShareholdersEquityGrowthPerShare,0.0256,0.165,0.155,0.877,0,0.02402,83
income_statement.operatingExpenses,13180000,328000000,0.04,0.968,0,0.001615,81
income_statement.operatingIncome,-65660000,354000000,-0.186,0.853,0,0.03444,92
income_statement.operatingIncomeRatio,-0.0017,0.026,-0.068,0.946,0,0.004613,92
income_statement.incomeBeforeTaxRatio,0.0045,0.026,0.174,0.862,0,0.03036,93
income_statement.incomeTaxExpense,-15130000,110000000,-0.138,0.89,0,0.01907,91
income_statement.netIncome,32070000,304000000,0.105,0.916,0,0.01113,90
income_statement.eps,0.067,1.528,0.044,0.965,0,0.00192,95
income_statement.epsdiluted,0.0759,1.522,0.05,0.96,0,0.002487,95
income_statement_growht.growthEBITDARatio,-0.0083,0.064,-0.129,0.898,0,0.01661,78
key_metrics.revenuePerShare,-2.164,11.149,-0.194,0.847,0,0.03768,84
key_metrics.tangibleBookValuePerShare,0.3381,10.758,0.031,0.975,0,0.0009878,85
key_metrics.interestDebtPerShare,0.3728,4.645,0.08,0.936,0,0.006443,82
key_metrics.debtToAssets,0.0095,0.071,0.134,0.894,0,0.01793,89
key_metrics.currentRatio,-0.0232,0.341,-0.068,0.946,0,0.004637,89
key_metrics.payoutRatio,0.0174,0.099,0.176,0.861,0,0.03084,79
key_metrics.roic,0.0002,0.026,0.008,0.994,0,6.26E-05,87
key_metrics.grahamNetNet,0.9994,7.189,0.139,0.89,0,0.01933,82
ratio.currentRatio,-0.0232,0.341,-0.068,0.946,0,0.004637,89
ratio.returnOnAssets,0.0029,0.014,0.198,0.844,0,0.03917,83
ratio.returnOnCapitalEmployed,0.0002,0.026,0.008,0.994,0,6.26E-05,87
ratio.debtRatio,0.0095,0.071,0.134,0.894,0,0.01793,89
ratio.totalDebtToCapitalization,0.0106,0.099,0.107,0.915,0,0.01144,48
ratio.cashFlowToDebtRatio,0.0132,0.098,0.136,0.893,0,0.0184,46
ratio.assetTurnover,0.0071,0.148,0.048,0.962,0,0.002319,87
ratio.cashPerShare,-0.1126,1.19,-0.095,0.925,0,0.00895,83
ratio.payoutRatio,0.0174,0.099,0.176,0.861,0,0.03084,79
ratio.cashFlowCoverageRatios,0.0132,0.098,0.136,0.893,0,0.0184,46
ratio.dividendPayoutRatio,0.0174,0.099,0.176,0.861,0,0.03084,79
