,describe,Pearson,Spearman
cash_flow.otherFinancingActivites,,0.02959140279408473,-0.015227981494029524
income_statement_growht.growthDepreciationAndAmortization,,0.027374854390665126,0.004239427629635981
income_statement.incomeTaxExpense,,0.027373205922755012,-0.1574531008723561
cash_flow.depreciationAndAmortization,,0.02540963134072107,-0.03984536308922374
income_statement.ebitda,,0.024784618126084144,-0.03536349519372755
cash_flow.commonStockRepurchased,,0.02438054007731863,0.022461609050197406
cash_flow.dividendsPaid,,0.023611007103500448,0.08726552154486648
income_statement.depreciationAndAmortization,,0.023229763416621942,-0.03294280450415622
balance_sheet.totalAssets,,0.02189933441451133,-0.04274676803185763
key_metrics.evToOperatingCashFlow,,0.019033580171422083,0.27010873560228665
key_metrics.freeCashFlowPerShare,,0.01845077028996996,0.12855905998763142
ratio.freeCashFlowPerShare,,0.01845077028996996,0.12855905998763142
balance_sheet.otherCurrentLiabilities,,0.018404134753723746,-0.04595972304309281
income_statement.ebitdaratio,,0.017061441378483012,0.012518220012003773
ratio.netIncomePerEBT,,0.016979844940948213,0.2739990161209154
balance_sheet.totalLiabilitiesAndStockholdersEquity,,0.0152221626661378,-0.04733868739699144
financial_growth.revenueGrowth,,0.012317508501429755,-0.15203079997648858
cash_flow.netCashProvidedByOperatingActivities,,0.011894400925543341,-0.0760336011167597
cash_flow.operatingCashFlow,,0.011894400925543341,-0.0760336011167597
financial_growth.threeYDividendperShareGrowthPerShare,,0.0116008917702001,0.14201884833166795
S&P500_INFO.CIK,,0.011083782342126878,0.03068571563716168
financial_growth.tenYDividendperShareGrowthPerShare,,0.00866059153873245,0.04307977736549165
cash_flow.commonStockIssued,,0.006876845593695715,-0.020765736534717714
financial_growth.tenYOperatingCFGrowthPerShare,,0.006434312517007717,0.09491091432839005
key_metrics.interestDebtPerShare,,0.006112055659492396,-0.022090290661719234
financial_growth.dividendsperShareGrowth,,0.005150896644729204,0.07904739512921491
income_statement.operatingIncome,,0.004821492150613577,-0.07988739264522618
key_metrics.incomeQuality,,0.004676235972695625,0.054593980243255624
income_statement.revenue,,0.0045631697282409525,-0.04345175150285328
financial_growth.threeYRevenueGrowthPerShare,,0.0009144463858342868,0.09464331197711554
balance_sheet.cashAndCashEquivalents,,-0.00016096170691799858,-0.043299838283652296
enterprise_value.minusCashAndCashEquivalents,,-0.00016096170691799858,-0.043299838283652296
balance_sheet.totalLiabilities,,-0.0005230168772560952,-0.04979217573116356
income_statement_growht.growthOperatingIncome,,-0.0006066288800220936,0.013299417912296245
ratio.priceEarningsToGrowthRatio,,-0.003233505063821766,0.20990723562152133
income_statement.costAndExpenses,,-0.0060442165783414084,-0.048939190412224796
financial_growth.tenYShareholdersEquityGrowthPerShare,,-0.00679359381598598,0.02371721555390142
balance_sheet.otherLiabilities,,-0.0067945775565358075,-0.07724542005105568
financial_growth.fiveYShareholdersEquityGrowthPerShare,,-0.011281135139078899,0.03927398478132623
financial_growth.netIncomeGrowth,,-0.014511922218419595,0.10935755010874038
ratio.payoutRatio,,-0.014800445535938879,-0.13408500400109002
key_metrics.payoutRatio,,-0.014800445535938879,-0.13408500400109002
cash_flow.netIncome,,-0.015208096834077124,-0.03839796506548019
cash_flow.otherInvestingActivites,,-0.015625161541616504,0.07216305389870513
ratio.dividendPayoutRatio,,-0.017141401598938167,-0.1477802961673613
income_statement.netIncome,,-0.01728141616701129,-0.03018091400154334
income_statement.incomeBeforeTax,,-0.018810034695382116,-0.06401550967348288
balance_sheet.netReceivables,,-0.020658365152922072,-0.07200393817479366
cash_flow.otherNonCashItems,,-0.022184324645425278,0.060661406103137264
ratio.effectiveTaxRate,,-0.02331031859903516,-0.3134672690570028
key_metrics.tangibleAssetValue,,-0.023799314464561284,-0.1145620076418699
ratio.operatingProfitMargin,,-0.027753446572283548,-0.031320150861459645
cash_flow.deferredIncomeTax,,-0.027905670467525266,-0.0700046410158313
cash_flow.accountsPayables,,-0.02987504152123619,-0.07243781638651589
cash_flow.changeInWorkingCapital,,-0.031335257494211476,0.12000466814525293
key_metrics.revenuePerShare,,-0.03779767717139998,-0.04970933828076685
key_metrics.averagePayables,,-0.03802830066761741,-0.0919934746809304
income_statement_growht.growthCostAndExpenses,,-0.03932272932859145,-0.17814170167767013
key_metrics.grahamNumber,,-0.04166741589948844,0.01176252319109462
financial_growth.epsgrowth,,-0.04292255055075399,0.09716099453359196
financial_growth.epsdilutedGrowth,,-0.04378377518189195,0.09694547306961343
ratio.dividendPaidAndCapexCoverageRatio,,-0.04417369900536465,-0.09621093462858564
balance_sheet.otherCurrentAssets,,-0.04482020074274972,-0.05079105120079812
balance_sheet.cashAndShortTermInvestments,,-0.0479939604393661,-0.08178838862478893
income_statement_growht.growthOperatingIncomeRatio,,-0.048147239945680764,-0.07661455505063496
balance_sheet.commonStock,,-0.0503692514413032,-0.042957221161962995
balance_sheet.inventory,,-0.05284350418776919,-0.020511145840691532
balance_sheet.totalStockholdersEquity,,-0.05413296678848919,-0.110602816333728
cash_flow.inventory,,-0.05807155259353337,-0.04500645026033025
key_metrics.tangibleBookValuePerShare,,-0.05844858359813034,-0.04009894867037724
key_metrics.capexToOperatingCashFlow,,-0.05868862385855101,-0.14823212761024818
ratio.capitalExpenditureCoverageRatio,,-0.05868862385855101,-0.14823212761024818
key_metrics.intangiblesToTotalAssets,,-0.06116785308988447,-0.07333364781357611
balance_sheet.accumulatedOtherComprehensiveIncomeLoss,,-0.061238282051496236,-0.0797237393166724
ratio.grossProfitMargin,,-0.06190306878604592,-0.08321131883544226
balance_sheet.retainedEarnings,,-0.06478785902927181,-0.10499813867826564
key_metrics.averageReceivables,,-0.0662249233772238,-0.12563754594489798
cash_flow.purchasesOfInvestments,,-0.07078725251101886,0.02767725469536685
key_metrics.capexToRevenue,,-0.07131553673887069,-0.10526940758039253
balance_sheet.shortTermDebt,,-0.07246399849997906,-0.03138136600408551
cash_flow.freeCashFlow,,-0.07673404057360073,0.055646060190345535
income_statement.incomeBeforeTaxRatio,,-0.08110389436304119,-0.03146703249592729
financial_growth.fiveYNetIncomeGrowthPerShare,,-0.08151994493709798,0.03806678758135069
cash_flow.netCashUsedForInvestingActivites,,-0.08152327141304816,-0.2
cash_flow.netChangeInCash,,-0.08234742608182788,0.03959246650876524
financial_growth.tenYNetIncomeGrowthPerShare,,-0.0851426777531184,0.05966072762189267
cash_flow.salesMaturitiesOfInvestments,,-0.09076399569792681,-0.1660938147760934
income_statement_growht.growthCostOfRevenue,,-0.09141165126831795,-0.013412535158053818
key_metrics.averageInventory,,-0.09276083033891978,-0.06565997834355237
income_statement.netIncomeRatio,,-0.09446439151844246,0.02484590395076548
key_metrics.daysSalesOutstanding,,-0.0950081245029513,-0.10728240156968295
ratio.daysOfSalesOutstanding,,-0.0950081245029513,-0.10728240156968295
income_statement.totalOtherIncomeExpensesNet,,-0.098290181724456,-0.13968308393300238
key_metrics.daysPayablesOutstanding,,-0.10075304187731925,-0.10919655379683431
ratio.daysOfPayablesOutstanding,,-0.10075304187731925,-0.10919655379683431
ratio.daysOfInventoryOutstanding,,-0.10078421384778016,-0.11332706564123114
key_metrics.daysOfInventoryOnHand,,-0.10078421384778016,-0.11332706564123114
ratio.operatingCycle,,-0.10095853372940748,-0.1460629132438389
ratio.cashConversionCycle,,-0.10117870814520065,-0.14524605828953654
ratio.netProfitMargin,,-0.10687831878395279,0.03083386579663106
ratio.pretaxProfitMargin,,-0.11442568937654192,-0.046225353546205564
ratio.ebitPerRevenue,,-0.11442568937654192,-0.046225353546205564
financial_growth.threeYNetIncomeGrowthPerShare,,-0.11517725204075796,0.12612903857834204
income_statement_growht.growthOtherExpenses,,-0.11558471194681977,-0.12455445544554455
income_statement_growht.growthNetIncome,,-0.11763311770904002,-0.018329570245886804
income_statement_growht.growthNetIncomeRatio,,-0.1178517339557465,-0.02270237312679223
income_statement_growht.growthEPS,,-0.11995242096855482,-0.1213619518515343
income_statement_growht.growthEPSDiluted,,-0.12031514958541131,-0.12364838473043908
key_metrics.operatingCashFlowPerShare,,-0.1212328583079307,-0.07598021026592455
ratio.operatingCashFlowPerShare,,-0.1212328583079307,-0.07598021026592455
ratio.operatingCashFlowSalesRatio,,-0.12254256120941379,-0.05625639662766962
income_statement.eps,,-0.12264279388800033,0.017491753113623488
balance_sheet.goodwillAndIntangibleAssets,,-0.12331302848673581,-0.11919188709612659
income_statement.epsdiluted,,-0.12415920513703796,0.015857666844206655
ratio.priceFairValue,,-0.12673824402010433,0.3576252319109462
key_metrics.ptbRatio,,-0.12673824402010433,0.3576252319109462
key_metrics.pbRatio,,-0.12673824402010433,0.3576252319109462
ratio.priceBookValueRatio,,-0.12673824402010433,0.3576252319109462
ratio.priceToBookRatio,,-0.12673824402010433,0.3576252319109462
income_statement_growht.growthIncomeBeforeTaxRatio,,-0.1269125060336495,-0.0832928444177694
income_statement_growht.growthIncomeBeforeTax,,-0.12854566583237492,-0.09564910876751741
income_statement.grossProfit,,-0.13007023291184042,-0.12190497966027418
key_metrics.bookValuePerShare,,-0.13309820851403384,-0.03637600494743352
key_metrics.shareholdersEquityPerShare,,-0.13309820851403384,-0.03637600494743352
key_metrics.netIncomePerShare,,-0.13483166614830602,0.04189239332096475
cash_flow.stockBasedCompensation,,-0.1379846259214276,-0.158809771497138
income_statement.operatingIncomeRatio,,-0.13889043587103866,-0.09536330465765432
balance_sheet.goodwill,,-0.13906007905906398,-0.13812043134003482
income_statement.generalAndAdministrativeExpenses,,-0.14243978980127242,0.17802197802197803
financial_growth.threeYShareholdersEquityGrowthPerShare,,-0.1433516922961188,0.01327419540501298
balance_sheet.deferredTaxLiabilitiesNonCurrent,,-0.1436996814204058,-0.18730456712147514
ratio.interestCoverage,,-0.1449195092282599,-0.16846138642898584
key_metrics.interestCoverage,,-0.1449195092282599,-0.16846138642898584
income_statement_growht.growthTotalOtherIncomeExpensesNet,,-0.1471954938757103,-0.08027214549717814
financial_growth.grossProfitGrowth,,-0.14733071469981548,-0.09611277650424185
ratio.returnOnCapitalEmployed,,-0.17116180172407328,-0.11364934323243861
key_metrics.roic,,-0.17116180172407328,-0.11364934323243861
ratio.fixedAssetTurnover,,-0.17577200591250736,0.01249537208441318
ratio.returnOnAssets,,-0.18300200595132635,0.04739017591079496
key_metrics.returnOnTangibleAssets,,-0.1884945740706097,0.03412477170047102
ratio.cashFlowCoverageRatios,,-0.19901515739350623,-0.101810558414332
ratio.cashFlowToDebtRatio,,-0.19901515739350623,-0.101810558414332
financial_growth.rdexpenseGrowth,,-0.20979144327874263,0.2
cash_flow.debtRepayment,,-0.212997061029054,-0.0740746667949578
key_metrics.capexToDepreciation,,-0.21486567019259184,-0.12976460410175797
income_statement.operatingExpenses,,-0.21717558140649929,-0.11586077462941008
balance_sheet.shortTermInvestments,,-0.2194912677537136,-0.15196078431372548
income_statement_growht.growthGrossProfit,,-0.23766765120358663,-0.19753578775030436
ratio.companyEquityMultiplier,,-0.26271944695990757,-0.12705045490271472
ratio.debtEquityRatio,,-0.26422957371357614,-0.1261231205930416
key_metrics.debtToEquity,,-0.26422957371357614,-0.1261231205930416
income_statement_growht.growthGrossProfitRatio,,-0.267906214062075,-0.07660171287040077
balance_sheet.deferredRevenue,,-0.26855435058086796,0.05208262631709277
balance_sheet.otherAssets,,-0.2700738031811281,-0.044960582983170586
income_statement.grossProfitRatio,,-0.2730614406624884,-0.08461707012680175
income_statement_growht.growthOperatingExpenses,,-0.3041906089932335,-0.22230796345518114
key_metrics.earningsYield,,-0.3201156032821873,-0.2755102040816326
balance_sheet.othertotalStockholdersEquity,,-0.3686850735608176,0.5
balance_sheet.taxAssets,,-0.3954841475138003,-0.35294117647058826
income_statement.otherExpenses,,-0.39815037553679256,-0.08615572171903906
key_metrics.dividendYield,,-0.5351423285291528,-0.6047247990105133
ratio.dividendYield,,-0.5351423285291528,-0.6047247990105133
cash_flow.netCashUsedProvidedByFinancingActivities,,-0.5824708466027348,-0.6
income_statement_growht.growthResearchAndDevelopmentExpenses,,-0.7643249187251779,-0.4
balance_sheet.taxPayables,,,
cash_flow.acquisitionsNet,,,
financial_growth.bookValueperShareGrowth,,,
income_statement.sellingAndMarketingExpenses,,,
income_statement_growht.growthSellingAndMarketingExpenses,,,
key_metrics.salesGeneralAndAdministrativeToRevenue,,,
key_metrics.investedCapital,,,
ratio.ebtPerEbit,,,
