dependent_variable,coef,std err,t,P>|t|,R_SQ,F_STAT,N
key_metrics.capexToRevenue,5.9189,3.893,1.52,0.13,0.013,2.311,171
ratio.fixedAssetTurnover,-1.0622,0.802,-1.325,0.187,0.013,1.755,135
balance_sheet.otherCurrentAssets,-416500000,323000000,-1.291,0.199,0.012,1.665,134
cash_flow.netCashUsedForInvestingActivites,296100000,452000000,0.655,0.517,0.012,0.4285,37
cash_flow.effectOfForexChangesOnCash,6892000,13400000,0.515,0.612,0.012,0.2653,23
income_statement.generalAndAdministrativeExpenses,-1316000000,842000000,-1.563,0.12,0.012,2.444,210
key_metrics.capexToDepreciation,0.4313,0.281,1.536,0.126,0.012,2.361,197
balance_sheet.otherLiabilities,-813100000,747000000,-1.088,0.279,0.011,1.184,106
financial_growth.operatingCashFlowGrowth,0.1107,0.073,1.507,0.133,0.011,2.271,208
income_statement.costAndExpenses,-4755000000,3160000000,-1.505,0.134,0.011,2.264,202
income_statement_growht.growthOperatingIncomeRatio,0.1196,0.084,1.431,0.154,0.011,2.047,185
key_metrics.payoutRatio,-0.1398,0.131,-1.069,0.287,0.011,1.144,107
ratio.payoutRatio,-0.1398,0.131,-1.069,0.287,0.011,1.144,107
ratio.dividendPayoutRatio,-0.1398,0.131,-1.069,0.287,0.011,1.144,107
balance_sheet.totalNonCurrentAssets,-5999000000,4090000000,-1.465,0.144,0.01,2.147,211
cash_flow.cashAtBeginningOfPeriod,-707900000,479000000,-1.476,0.141,0.01,2.179,215
ratio.freeCashFlowOperatingCashFlowRatio,-0.0556,0.04,-1.406,0.161,0.01,1.977,199
balance_sheet.otherNonCurrentAssets,-265400000,211000000,-1.26,0.21,0.009,1.587,173
balance_sheet.otherNonCurrentLiabilities,-238600000,188000000,-1.271,0.205,0.009,1.616,183
balance_sheet.retainedEarnings,-3163000000,2280000000,-1.386,0.167,0.009,1.92,209
financial_growth.weightedAverageSharesGrowth,0.0101,0.007,1.346,0.18,0.009,1.812,199
financial_growth.freeCashFlowGrowth,0.1394,0.106,1.318,0.189,0.009,1.736,200
financial_growth.tenYNetIncomeGrowthPerShare,0.8265,0.605,1.366,0.173,0.009,1.866,205
ratio.operatingProfitMargin,0.0371,0.028,1.343,0.181,0.009,1.803,193
balance_sheet.goodwill,-2447000000,1870000000,-1.309,0.192,0.008,1.715,203
balance_sheet.totalNonCurrentLiabilities,-3963000000,3060000000,-1.297,0.196,0.008,1.682,215
cash_flow.deferredIncomeTax,79770000,66300000,1.204,0.23,0.008,1.449,178
financial_growth.fiveYRevenueGrowthPerShare,-0.1492,0.119,-1.254,0.211,0.008,1.574,210
financial_growth.receivablesGrowth,0.0475,0.035,1.343,0.181,0.008,1.804,217
income_statement_growht.growthTotalOtherIncomeExpensesNet,-0.5534,0.488,-1.134,0.259,0.008,1.286,152
balance_sheet.cashAndShortTermInvestments,-895800000,750000000,-1.194,0.234,0.007,1.426,204
financial_growth.dividendsperShareGrowth,0.0334,0.037,0.902,0.369,0.007,0.813,116
key_metrics.debtToEquity,0.2612,0.233,1.123,0.263,0.007,1.261,177
key_metrics.salesGeneralAndAdministrativeToRevenue,-0.0277,0.067,-0.415,0.682,0.007,0.1721,28
ratio.debtEquityRatio,0.2612,0.233,1.123,0.263,0.007,1.261,177
financial_growth.grossProfitGrowth,0.0296,0.026,1.125,0.262,0.006,1.266,204
income_statement_growht.growthGeneralAndAdministrativeExpenses,-0.0277,0.026,-1.052,0.294,0.006,1.106,200
income_statement_growht.growthWeightedAverageShsOut,0.0076,0.007,1.052,0.294,0.006,1.106,196
key_metrics.currentRatio,0.3156,0.292,1.079,0.282,0.006,1.164,183
key_metrics.workingCapital,-617500000,614000000,-1.005,0.316,0.006,1.011,172
ratio.currentRatio,0.3156,0.292,1.079,0.282,0.006,1.164,183
cash_flow.stockBasedCompensation,-42100000,38900000,-1.081,0.281,0.005,1.169,217
cash_flow.otherFinancingActivites,20250000,22900000,0.885,0.377,0.005,0.7834,166
financial_growth.rdexpenseGrowth,0.0358,0.042,0.847,0.399,0.005,0.7167,153
income_statement.revenue,-4616000000,4470000000,-1.034,0.303,0.005,1.068,207
key_metrics.daysSalesOutstanding,5.4629,5.845,0.935,0.351,0.005,0.8736,188
key_metrics.inventoryTurnover,-0.5429,0.6,-0.904,0.367,0.005,0.8179,155
ratio.daysOfSalesOutstanding,5.4629,5.845,0.935,0.351,0.005,0.8736,188
ratio.netIncomePerEBT,-0.0547,0.059,-0.926,0.356,0.005,0.8578,182
ratio.companyEquityMultiplier,0.2208,0.231,0.956,0.34,0.005,0.9146,177
ratio.inventoryTurnover,-0.5429,0.6,-0.904,0.367,0.005,0.8179,155
cash_flow.accountsReceivables,33160000,41800000,0.793,0.429,0.004,0.6283,170
cash_flow.netChangeInCash,-119800000,140000000,-0.858,0.392,0.004,0.737,189
financial_growth.threeYOperatingCFGrowthPerShare,0.126,0.132,0.952,0.342,0.004,0.9062,207
income_statement.costOfRevenue,-1117000000,1200000000,-0.934,0.351,0.004,0.8732,196
income_statement_growht.growthRevenue,0.0207,0.024,0.849,0.397,0.004,0.7212,206
income_statement_growht.growthGrossProfit,0.0242,0.028,0.88,0.38,0.004,0.7741,194
key_metrics.netDebtToEBITDA,-0.4229,0.461,-0.918,0.36,0.004,0.8423,191
key_metrics.interestCoverage,2.2631,2.952,0.767,0.444,0.004,0.5877,168
key_metrics.netCurrentAssetValue,2123000000,2440000000,0.87,0.386,0.004,0.7565,180
ratio.quickRatio,0.2198,0.24,0.917,0.36,0.004,0.8412,192
ratio.interestCoverage,2.2631,2.952,0.767,0.444,0.004,0.5877,168
ratio.cashFlowToDebtRatio,0.0451,0.089,0.509,0.612,0.004,0.259,74
ratio.cashPerShare,-1.6117,1.771,-0.91,0.364,0.004,0.8278,190
ratio.cashFlowCoverageRatios,0.0451,0.089,0.509,0.612,0.004,0.259,74
balance_sheet.longTermInvestments,-67820000,178000000,-0.381,0.705,0.003,0.1449,50
financial_growth.revenueGrowth,0.0194,0.023,0.83,0.408,0.003,0.6883,214
financial_growth.tenYOperatingCFGrowthPerShare,0.3297,0.457,0.721,0.472,0.003,0.5201,202
financial_growth.threeYNetIncomeGrowthPerShare,0.1789,0.246,0.727,0.468,0.003,0.5285,201
financial_growth.tenYShareholdersEquityGrowthPerShare,-0.3238,0.433,-0.748,0.455,0.003,0.5592,198
financial_growth.fiveYDividendperShareGrowthPerShare,-0.1981,0.326,-0.608,0.544,0.003,0.3698,117
income_statement.otherExpenses,-17020000,27800000,-0.611,0.542,0.003,0.3734,150
income_statement_growht.growthDepreciationAndAmortization,-0.0323,0.043,-0.752,0.453,0.003,0.5653,190
key_metrics.netIncomePerShare,0.8841,1.126,0.785,0.433,0.003,0.6166,190
key_metrics.intangiblesToTotalAssets,-0.0534,0.07,-0.766,0.445,0.003,0.586,204
key_metrics.grahamNetNet,7.2219,9.306,0.776,0.439,0.003,0.6023,197
ratio.longTermDebtToCapitalization,0.0444,0.057,0.781,0.436,0.003,0.6102,186
ratio.dividendPaidAndCapexCoverageRatio,-2.7049,5.32,-0.508,0.612,0.003,0.2585,96
S&P500_INFO.CIK,-115100,144000,-0.797,0.426,0.003,0.6349,238
balance_sheet.inventory,-264700000,403000000,-0.657,0.512,0.002,0.4314,190
balance_sheet.propertyPlantEquipmentNet,-418900000,616000000,-0.68,0.497,0.002,0.4625,217
balance_sheet.otherAssets,-134000000,307000000,-0.437,0.663,0.002,0.1906,128
balance_sheet.accountPayables,-200900000,306000000,-0.657,0.512,0.002,0.4319,198
balance_sheet.deferredRevenue,-44160000,109000000,-0.406,0.685,0.002,0.165,103
cash_flow.otherNonCashItems,-22510000,35200000,-0.64,0.523,0.002,0.4094,167
cash_flow.salesMaturitiesOfInvestments,444500000,948000000,0.469,0.64,0.002,0.2197,136
financial_growth.weightedAverageSharesDilutedGrowth,0.0044,0.008,0.572,0.568,0.002,0.3274,204
financial_growth.fiveYOperatingCFGrowthPerShare,0.1277,0.209,0.61,0.543,0.002,0.3717,208
financial_growth.fiveYNetIncomeGrowthPerShare,0.2039,0.309,0.659,0.51,0.002,0.4347,198
income_statement.grossProfitRatio,-0.0429,0.069,-0.619,0.536,0.002,0.3836,226
income_statement.totalOtherIncomeExpensesNet,-24260000,40900000,-0.594,0.554,0.002,0.3524,153
income_statement.incomeBeforeTaxRatio,0.0242,0.033,0.734,0.464,0.002,0.5381,225
income_statement.incomeTaxExpense,-82210000,128000000,-0.641,0.522,0.002,0.4107,196
income_statement.eps,0.7629,1.149,0.664,0.507,0.002,0.4408,212
income_statement.epsdiluted,0.7085,1.129,0.628,0.531,0.002,0.3938,212
enterprise_value.enterpriseValue,-7528000000,12400000000,-0.606,0.545,0.002,0.3672,222
balance_sheet.shortTermInvestments,-158900000,454000000,-0.35,0.727,0.001,0.1225,113
balance_sheet.totalInvestments,-147000000,949000000,-0.155,0.878,0.001,0.02399,31
cash_flow.accountsPayables,-21960000,47900000,-0.459,0.647,0.001,0.2104,151
cash_flow.commonStockRepurchased,97790000,286000000,0.341,0.733,0.001,0.1166,163
financial_growth.epsgrowth,0.0778,0.185,0.42,0.675,0.001,0.1766,204
financial_growth.epsdilutedGrowth,0.0772,0.185,0.417,0.677,0.001,0.1738,204
financial_growth.threeYShareholdersEquityGrowthPerShare,0.047,0.115,0.407,0.684,0.001,0.1657,187
financial_growth.sgaexpensesGrowth,-0.0093,0.025,-0.365,0.715,0.001,0.1336,204
income_statement.ebitdaratio,0.0181,0.033,0.552,0.582,0.001,0.3047,212
income_statement.operatingIncomeRatio,0.018,0.033,0.549,0.583,0.001,0.3019,226
income_statement.netIncomeRatio,0.0098,0.028,0.351,0.726,0.001,0.1235,221
income_statement.weightedAverageShsOut,-24700000,71200000,-0.347,0.729,0.001,0.1203,196
income_statement.weightedAverageShsOutDil,-22870000,71900000,-0.318,0.751,0.001,0.1011,196
income_statement_growht.growthOperatingExpenses,-0.015,0.032,-0.466,0.642,0.001,0.2171,188
income_statement_growht.growthNetIncome,-0.0774,0.192,-0.403,0.687,0.001,0.1624,194
key_metrics.bookValuePerShare,-3.2659,6.639,-0.492,0.623,0.001,0.242,199
key_metrics.tangibleBookValuePerShare,-4.555,9.054,-0.503,0.615,0.001,0.2531,188
key_metrics.shareholdersEquityPerShare,-3.2659,6.639,-0.492,0.623,0.001,0.242,199
key_metrics.interestDebtPerShare,-2.4902,5.736,-0.434,0.665,0.001,0.1885,198
key_metrics.marketCap,3757000000,10300000000,0.365,0.716,0.001,0.133,190
key_metrics.grahamNumber,4.4001,10.457,0.421,0.674,0.001,0.1771,192
key_metrics.roic,0.0117,0.027,0.442,0.659,0.001,0.1951,199
key_metrics.returnOnTangibleAssets,0.01,0.028,0.353,0.725,0.001,0.1245,203
key_metrics.averageInventory,-194600000,407000000,-0.478,0.633,0.001,0.2287,168
ratio.grossProfitMargin,-0.0267,0.072,-0.369,0.712,0.001,0.1364,194
ratio.pretaxProfitMargin,0.0111,0.034,0.327,0.744,0.001,0.1071,198
ratio.returnOnAssets,0.0075,0.015,0.488,0.626,0.001,0.2379,192
ratio.returnOnCapitalEmployed,0.0117,0.027,0.442,0.659,0.001,0.1951,199
ratio.ebitPerRevenue,0.0111,0.034,0.327,0.744,0.001,0.1071,198
ratio.assetTurnover,0.0315,0.082,0.385,0.701,0.001,0.1482,184
ratio.operatingCashFlowSalesRatio,0.0119,0.03,0.39,0.697,0.001,0.152,203
enterprise_value.numberOfShares,-24700000,71200000,-0.347,0.729,0.001,0.1203,196
S&P500_INFO.Column1,24.6612,44.87,0.55,0.583,0.001,0.3021,238
balance_sheet.commonStock,264400,22100000,0.012,0.99,0,0.0001432,178
balance_sheet.othertotalStockholdersEquity,-7833000,119000000,-0.066,0.948,0,0.004353,21
cash_flow.changeInWorkingCapital,-11160000,194000000,-0.058,0.954,0,0.00331,193
cash_flow.otherWorkingCapital,-40840000,514000000,-0.079,0.937,0,0.006314,195
financial_growth.netIncomeGrowth,0.0392,0.191,0.205,0.837,0,0.04222,205
financial_growth.threeYRevenueGrowthPerShare,-0.0162,0.057,-0.285,0.776,0,0.08104,210
income_statement_growht.growthCostOfRevenue,0.0052,0.03,0.175,0.861,0,0.03075,183
income_statement_growht.growthSellingAndMarketingExpenses,-0.0054,0.052,-0.105,0.917,0,0.01098,34
income_statement_growht.growthCostAndExpenses,-0.0066,0.028,-0.237,0.813,0,0.0561,196
income_statement_growht.growthNetIncomeRatio,-0.0405,0.164,-0.247,0.805,0,0.06119,190
income_statement_growht.growthEPS,-0.0004,0.167,-0.003,0.998,0,6.59E-06,197
income_statement_growht.growthEPSDiluted,-0.0002,0.167,-0.001,0.999,0,1.66E-06,197
key_metrics.revenuePerShare,-0.3468,8.968,-0.039,0.969,0,0.001496,177
key_metrics.operatingCashFlowPerShare,0.4155,1.413,0.294,0.769,0,0.08644,193
key_metrics.freeCashFlowPerShare,0.1062,1.165,0.091,0.927,0,0.008311,195
key_metrics.cashPerShare,-0.2716,1.255,-0.216,0.829,0,0.04685,196
key_metrics.enterpriseValue,1345000000,12900000000,0.104,0.917,0,0.01079,194
key_metrics.debtToAssets,0.0086,0.053,0.163,0.871,0,0.02642,198
key_metrics.tangibleAssetValue,163800000,1680000000,0.097,0.922,0,0.009503,182
key_metrics.averagePayables,1779000,284000000,0.006,0.995,0,3.92E-05,172
key_metrics.receivablesTurnover,0.0109,0.419,0.026,0.979,0,0.0006743,176
key_metrics.roe,0.0086,0.032,0.268,0.789,0,0.07165,179
key_metrics.capexPerShare,-0.0974,0.341,-0.286,0.775,0,0.08164,192
ratio.netProfitMargin,0.0004,0.028,0.013,0.99,0,0.0001594,195
ratio.returnOnEquity,0.0086,0.032,0.268,0.789,0,0.07165,179
ratio.debtRatio,0.0086,0.053,0.163,0.871,0,0.02642,198
ratio.receivablesTurnover,0.0109,0.419,0.026,0.979,0,0.0006743,176
ratio.operatingCashFlowPerShare,0.4155,1.413,0.294,0.769,0,0.08644,193
ratio.freeCashFlowPerShare,0.1062,1.165,0.091,0.927,0,0.008311,195
ratio.shortTermCoverageRatios,0.8783,5.212,0.169,0.867,0,0.0284,75
enterprise_value.marketCapitalization,-1137000000,10300000000,-0.111,0.912,0,0.01223,213
