dependent_variable,coef,std err,t,P>|t|,R_SQ,F_STAT,N
key_metrics.interestDebtPerShare,-8.5925,4.854,-1.77,0.08,0.03,3.134,102
key_metrics.evToSales,1.7477,0.948,1.844,0.068,0.03,3.399,111
key_metrics.grahamNetNet,14.2348,8.013,1.777,0.079,0.03,3.156,104
balance_sheet.longTermInvestments,-2396000000,2040000000,-1.171,0.247,0.028,1.372,50
balance_sheet.cashAndCashEquivalents,989800000,598000000,1.654,0.101,0.027,2.737,100
income_statement_growht.growthOperatingExpenses,0.0742,0.044,1.692,0.094,0.027,2.864,105
key_metrics.daysPayablesOutstanding,27.4118,15.987,1.715,0.089,0.027,2.94,107
ratio.daysOfPayablesOutstanding,27.4118,15.987,1.715,0.089,0.027,2.94,107
enterprise_value.minusCashAndCashEquivalents,989800000,598000000,1.654,0.101,0.027,2.737,100
balance_sheet.totalNonCurrentAssets,-15130000000,8960000000,-1.689,0.094,0.026,2.852,109
financial_growth.receivablesGrowth,0.0772,0.046,1.678,0.096,0.026,2.815,106
key_metrics.netIncomePerShare,1.8322,1.116,1.641,0.104,0.026,2.694,104
ratio.returnOnAssets,0.0411,0.024,1.696,0.093,0.026,2.875,108
S&P500_INFO.CIK,-467800,260000,-1.796,0.075,0.026,3.227,121
income_statement.incomeBeforeTaxRatio,0.0717,0.043,1.687,0.094,0.025,2.846,112
income_statement_growht.growthWeightedAverageShsOut,0.0143,0.01,1.493,0.139,0.024,2.229,93
ratio.pretaxProfitMargin,0.0613,0.04,1.546,0.125,0.024,2.39,101
ratio.ebitPerRevenue,0.0613,0.04,1.546,0.125,0.024,2.39,101
cash_flow.depreciationAndAmortization,-370400000,237000000,-1.56,0.122,0.023,2.433,104
balance_sheet.shortTermDebt,-937000000,641000000,-1.461,0.147,0.022,2.134,95
financial_growth.tenYDividendperShareGrowthPerShare,0.4529,0.328,1.382,0.171,0.022,1.909,88
income_statement.depreciationAndAmortization,-376500000,251000000,-1.497,0.137,0.022,2.242,104
income_statement.weightedAverageShsOut,-456400000,289000000,-1.577,0.118,0.022,2.486,112
enterprise_value.numberOfShares,-456400000,289000000,-1.577,0.118,0.022,2.486,112
key_metrics.receivablesTurnover,-2.7122,1.94,-1.398,0.165,0.021,1.955,95
ratio.receivablesTurnover,-2.7122,1.94,-1.398,0.165,0.021,1.955,95
cash_flow.cashAtEndOfPeriod,1089000000,759000000,1.434,0.155,0.02,2.057,102
income_statement.weightedAverageShsOutDil,-392200000,264000000,-1.489,0.14,0.02,2.216,110
income_statement_growht.growthEBITDARatio,0.0786,0.056,1.394,0.166,0.02,1.944,96
cash_flow.otherWorkingCapital,1008000000,750000000,1.344,0.182,0.019,1.806,97
cash_flow.netChangeInCash,304100000,237000000,1.282,0.203,0.019,1.642,88
income_statement.eps,1.6469,1.1,1.497,0.137,0.019,2.241,116
key_metrics.freeCashFlowPerShare,1.5136,1.077,1.405,0.163,0.019,1.974,104
ratio.freeCashFlowPerShare,1.5136,1.077,1.405,0.163,0.019,1.974,104
balance_sheet.totalNonCurrentLiabilities,-8643000000,5990000000,-1.442,0.152,0.018,2.08,114
balance_sheet.totalInvestments,-396700000,473000000,-0.839,0.406,0.018,0.7043,41
financial_growth.assetGrowth,0.0611,0.044,1.381,0.17,0.018,1.908,108
income_statement.operatingIncomeRatio,0.0559,0.04,1.394,0.166,0.018,1.943,110
income_statement.epsdiluted,1.5883,1.094,1.452,0.149,0.018,2.11,116
balance_sheet.intangibleAssets,-3566000000,2760000000,-1.291,0.2,0.017,1.666,101
financial_growth.fiveYDividendperShareGrowthPerShare,0.1701,0.135,1.261,0.21,0.017,1.591,93
S&P500_INFO.Column1,-88.0264,61.632,-1.428,0.156,0.017,2.04,121
balance_sheet.retainedEarnings,-7484000000,5830000000,-1.285,0.202,0.016,1.65,106
cash_flow.deferredIncomeTax,-91660000,74600000,-1.229,0.222,0.016,1.509,92
cash_flow.accountsPayables,116500000,97400000,1.196,0.235,0.016,1.431,92
financial_growth.threeYDividendperShareGrowthPerShare,0.0971,0.08,1.211,0.229,0.016,1.466,93
key_metrics.returnOnTangibleAssets,0.0639,0.049,1.312,0.192,0.016,1.722,107
ratio.netProfitMargin,0.0464,0.036,1.288,0.201,0.016,1.66,104
balance_sheet.cashAndShortTermInvestments,1153000000,928000000,1.243,0.217,0.015,1.544,104
cash_flow.effectOfForexChangesOnCash,18710000,26400000,0.709,0.483,0.015,0.5033,35
ratio.totalDebtToCapitalization,0.137,0.13,1.052,0.296,0.015,1.106,74
balance_sheet.totalLiabilities,-12750000000,10100000000,-1.264,0.209,0.014,1.598,116
financial_growth.weightedAverageSharesGrowth,0.0112,0.01,1.154,0.251,0.014,1.331,98
financial_growth.threeYRevenueGrowthPerShare,0.1015,0.082,1.238,0.218,0.014,1.533,111
financial_growth.sgaexpensesGrowth,0.0531,0.044,1.204,0.232,0.014,1.449,104
income_statement_growht.growthIncomeBeforeTaxRatio,0.0845,0.074,1.149,0.254,0.014,1.32,92
key_metrics.operatingCashFlowPerShare,1.7024,1.406,1.211,0.229,0.014,1.466,102
key_metrics.inventoryTurnover,-1.6917,1.41,-1.2,0.233,0.014,1.439,107
ratio.inventoryTurnover,-1.6917,1.41,-1.2,0.233,0.014,1.439,107
ratio.operatingCashFlowPerShare,1.7024,1.406,1.211,0.229,0.014,1.466,102
income_statement_growht.growthGrossProfitRatio,0.0222,0.018,1.22,0.225,0.013,1.488,113
cash_flow.stockBasedCompensation,38290000,35300000,1.085,0.281,0.012,1.177,99
financial_growth.inventoryGrowth,0.0369,0.033,1.122,0.265,0.012,1.258,110
income_statement.operatingExpenses,2837000000,2540000000,1.119,0.266,0.012,1.252,104
key_metrics.revenuePerShare,-25.9016,23.142,-1.119,0.266,0.012,1.253,104
key_metrics.currentRatio,0.211,0.19,1.108,0.27,0.012,1.229,106
ratio.currentRatio,0.211,0.19,1.108,0.27,0.012,1.229,106
balance_sheet.goodwillAndIntangibleAssets,-5901000000,5370000000,-1.099,0.274,0.011,1.208,110
cash_flow.investmentsInPropertyPlantAndEquipment,282900000,273000000,1.037,0.303,0.011,1.075,97
cash_flow.capitalExpenditure,282900000,273000000,1.037,0.303,0.011,1.075,97
financial_growth.netIncomeGrowth,0.2055,0.192,1.072,0.286,0.011,1.149,106
income_statement.netIncomeRatio,0.0407,0.037,1.092,0.277,0.011,1.192,113
key_metrics.debtToAssets,0.0995,0.09,1.102,0.273,0.011,1.214,108
key_metrics.averagePayables,-1024000000,1030000000,-0.995,0.322,0.011,0.9907,91
ratio.debtRatio,0.0995,0.09,1.102,0.273,0.011,1.214,108
income_statement.grossProfitRatio,0.0928,0.083,1.116,0.267,0.01,1.244,121
income_statement_growht.growthGeneralAndAdministrativeExpenses,0.0467,0.045,1.049,0.296,0.01,1.101,106
income_statement_growht.growthIncomeTaxExpense,0.2522,0.251,1.004,0.318,0.01,1.007,97
income_statement_growht.growthNetIncome,0.1955,0.193,1.015,0.312,0.01,1.031,105
key_metrics.averageInventory,-765500000,817000000,-0.937,0.351,0.01,0.8779,93
balance_sheet.taxAssets,-484100000,723000000,-0.669,0.506,0.009,0.4482,50
cash_flow.otherNonCashItems,-106900000,121000000,-0.881,0.381,0.009,0.7759,88
financial_growth.epsgrowth,0.1921,0.196,0.981,0.329,0.009,0.9623,105
financial_growth.threeYNetIncomeGrowthPerShare,0.2615,0.267,0.979,0.33,0.009,0.9578,104
income_statement_growht.growthNetIncomeRatio,0.1824,0.185,0.984,0.327,0.009,0.9681,105
income_statement_growht.growthEPS,0.2012,0.208,0.967,0.336,0.009,0.9357,106
ratio.grossProfitMargin,0.0818,0.083,0.991,0.324,0.009,0.9812,111
ratio.priceEarningsToGrowthRatio,2.7027,2.847,0.949,0.345,0.009,0.9011,104
balance_sheet.otherCurrentAssets,-157900000,195000000,-0.811,0.419,0.008,0.6584,85
balance_sheet.goodwill,-2765000000,2980000000,-0.928,0.355,0.008,0.8619,107
financial_growth.epsdilutedGrowth,0.1841,0.197,0.935,0.352,0.008,0.8749,105
financial_growth.fiveYShareholdersEquityGrowthPerShare,0.2982,0.326,0.916,0.362,0.008,0.8382,108
income_statement_growht.growthEPSDiluted,0.1948,0.209,0.933,0.353,0.008,0.8705,106
key_metrics.tangibleBookValuePerShare,-6.9943,7.727,-0.905,0.368,0.008,0.8194,101
key_metrics.researchAndDdevelopementToRevenue,0.0029,0.006,0.484,0.632,0.008,0.2344,30
key_metrics.intangiblesToTotalAssets,-0.1018,0.112,-0.91,0.365,0.008,0.8282,107
ratio.operatingCashFlowSalesRatio,0.0384,0.041,0.933,0.353,0.008,0.87,109
balance_sheet.accumulatedOtherComprehensiveIncomeLoss,1862000000,2090000000,0.891,0.375,0.007,0.7934,108
balance_sheet.totalStockholdersEquity,-3903000000,4450000000,-0.877,0.383,0.007,0.769,107
income_statement.otherExpenses,30220000,46000000,0.657,0.513,0.007,0.432,66
income_statement.incomeBeforeTax,741400000,895000000,0.828,0.409,0.007,0.6863,101
enterprise_value.marketCapitalization,15130000000,17900000000,0.846,0.4,0.007,0.7154,105
financial_growth.fiveYNetIncomeGrowthPerShare,0.2728,0.338,0.808,0.421,0.006,0.6524,111
ratio.freeCashFlowOperatingCashFlowRatio,-0.0438,0.059,-0.74,0.461,0.006,0.5473,100
balance_sheet.inventory,-591500000,809000000,-0.731,0.466,0.005,0.5345,101
balance_sheet.accountPayables,-751800000,1010000000,-0.742,0.46,0.005,0.5501,102
cash_flow.inventory,-46100000,64200000,-0.718,0.474,0.005,0.5153,108
ratio.companyEquityMultiplier,0.62,0.93,0.666,0.507,0.005,0.444,95
income_statement.revenue,-9899000000,14700000000,-0.673,0.502,0.004,0.4536,110
income_statement.costAndExpenses,-7764000000,12400000000,-0.627,0.532,0.004,0.3927,108
income_statement.interestExpense,-110400000,179000000,-0.618,0.538,0.004,0.3819,108
income_statement.ebitda,-1178000000,1820000000,-0.646,0.52,0.004,0.4169,111
income_statement_growht.growthInterestExpense,0.0547,0.089,0.614,0.541,0.004,0.3774,91
income_statement_growht.growthOperatingIncomeRatio,0.0506,0.08,0.635,0.527,0.004,0.4031,97
key_metrics.cashPerShare,0.4584,0.726,0.631,0.529,0.004,0.3987,98
key_metrics.marketCap,9898000000,16500000000,0.599,0.551,0.004,0.3587,96
key_metrics.debtToEquity,0.5313,0.924,0.575,0.566,0.004,0.3309,95
key_metrics.incomeQuality,0.145,0.239,0.607,0.545,0.004,0.3686,93
key_metrics.payablesTurnover,-1.3381,2.118,-0.632,0.529,0.004,0.3993,103
ratio.cashConversionCycle,-10.9356,18.024,-0.607,0.545,0.004,0.3681,104
ratio.debtEquityRatio,0.5313,0.924,0.575,0.566,0.004,0.3309,95
ratio.payablesTurnover,-1.3381,2.118,-0.632,0.529,0.004,0.3993,103
ratio.assetTurnover,0.1592,0.265,0.601,0.549,0.004,0.3616,100
balance_sheet.netReceivables,490600000,859000000,0.571,0.569,0.003,0.3263,112
cash_flow.netIncome,535000000,898000000,0.596,0.553,0.003,0.3547,106
cash_flow.debtRepayment,497900000,965000000,0.516,0.607,0.003,0.2665,104
cash_flow.otherFinancingActivites,-107300000,225000000,-0.477,0.635,0.003,0.2273,74
income_statement.netIncome,541400000,916000000,0.591,0.556,0.003,0.3491,106
income_statement_growht.growthDepreciationAndAmortization,0.0286,0.056,0.509,0.612,0.003,0.2589,97
key_metrics.bookValuePerShare,-3.7904,6.907,-0.549,0.584,0.003,0.3011,102
key_metrics.shareholdersEquityPerShare,-3.7904,6.907,-0.549,0.584,0.003,0.3011,102
key_metrics.payoutRatio,-0.0661,0.124,-0.532,0.596,0.003,0.2827,96
ratio.payoutRatio,-0.0661,0.124,-0.532,0.596,0.003,0.2827,96
ratio.dividendPayoutRatio,-0.0661,0.124,-0.532,0.596,0.003,0.2827,96
balance_sheet.shortTermInvestments,689700000,2790000000,0.248,0.806,0.002,0.06132,33
balance_sheet.totalCurrentAssets,2000000000,4330000000,0.462,0.645,0.002,0.2131,117
balance_sheet.deferredRevenue,255700000,911000000,0.281,0.78,0.002,0.07879,48
balance_sheet.commonStock,124200000,319000000,0.389,0.698,0.002,0.1517,100
cash_flow.purchasesOfInvestments,152900000,512000000,0.299,0.766,0.002,0.08933,57
cash_flow.commonStockRepurchased,145900000,411000000,0.355,0.723,0.002,0.1262,86
financial_growth.freeCashFlowGrowth,-0.0623,0.148,-0.422,0.674,0.002,0.1779,104
income_statement.ebitdaratio,0.0253,0.05,0.504,0.615,0.002,0.2539,115
key_metrics.capexToRevenue,-2.6873,6.803,-0.395,0.694,0.002,0.156,95
key_metrics.workingCapital,440600000,1130000000,0.389,0.698,0.002,0.1514,94
key_metrics.averageReceivables,-435200000,953000000,-0.457,0.649,0.002,0.2086,111
key_metrics.daysOfInventoryOnHand,4.0919,10.273,0.398,0.691,0.002,0.1587,99
ratio.daysOfInventoryOutstanding,4.0919,10.273,0.398,0.691,0.002,0.1587,99
balance_sheet.otherAssets,74550000,345000000,0.216,0.829,0.001,0.04677,86
balance_sheet.otherLiabilities,124100000,612000000,0.203,0.84,0.001,0.04121,73
cash_flow.commonStockIssued,79300000,597000000,0.133,0.896,0.001,0.01762,21
cash_flow.cashAtBeginningOfPeriod,242300000,641000000,0.378,0.706,0.001,0.1429,100
cash_flow.freeCashFlow,225400000,968000000,0.233,0.816,0.001,0.05417,104
financial_growth.dividendsperShareGrowth,0.0093,0.028,0.332,0.74,0.001,0.1104,99
financial_growth.fiveYRevenueGrowthPerShare,0.0371,0.126,0.295,0.768,0.001,0.08707,112
income_statement.costOfRevenue,-1903000000,7740000000,-0.246,0.806,0.001,0.06041,105
key_metrics.capexToOperatingCashFlow,-0.2729,0.746,-0.366,0.715,0.001,0.1338,94
key_metrics.grahamNumber,4.1493,11.438,0.363,0.718,0.001,0.1316,103
ratio.operatingCycle,4.0981,14.045,0.292,0.771,0.001,0.08514,100
ratio.operatingProfitMargin,0.0154,0.043,0.36,0.719,0.001,0.1299,104
ratio.effectiveTaxRate,-0.0143,0.045,-0.315,0.754,0.001,0.09895,100
ratio.capitalExpenditureCoverageRatio,-0.2729,0.746,-0.366,0.715,0.001,0.1338,94
ratio.dividendPaidAndCapexCoverageRatio,1.2367,3.538,0.35,0.728,0.001,0.1222,88
balance_sheet.propertyPlantEquipmentNet,386500000,2920000000,0.132,0.895,0,0.01747,110
balance_sheet.totalCurrentLiabilities,-354500000,4300000000,-0.082,0.934,0,0.006805,117
cash_flow.netCashProvidedByOperatingActivities,-285100000,1380000000,-0.207,0.837,0,0.04269,108
cash_flow.operatingCashFlow,-285100000,1380000000,-0.207,0.837,0,0.04269,108
financial_growth.operatingCashFlowGrowth,0.0154,0.099,0.155,0.877,0,0.02415,106
financial_growth.debtGrowth,-0.0066,0.077,-0.086,0.932,0,0.00734,95
income_statement.grossProfit,43950000,4970000000,0.009,0.993,0,7.83E-05,117
income_statement.operatingIncome,154600000,903000000,0.171,0.864,0,0.0293,98
income_statement_growht.growthTotalOtherIncomeExpensesNet,0.0697,0.671,0.104,0.918,0,0.01078,73
key_metrics.enterpriseValue,1843000000,18800000000,0.098,0.922,0,0.009568,97
key_metrics.tangibleAssetValue,-417700000,3120000000,-0.134,0.894,0,0.01793,94
key_metrics.daysSalesOutstanding,1.0611,6.381,0.166,0.868,0,0.02765,110
key_metrics.capexPerShare,-0.0757,0.598,-0.127,0.899,0,0.01604,102
ratio.daysOfSalesOutstanding,1.0611,6.381,0.166,0.868,0,0.02765,110
ratio.netIncomePerEBT,-0.0092,0.057,-0.162,0.872,0,0.02623,95
ratio.longTermDebtToCapitalization,-0.014,0.115,-0.122,0.903,0,0.01493,104
ratio.fixedAssetTurnover,-0.1155,1.111,-0.104,0.917,0,0.01081,98
enterprise_value.enterpriseValue,-1010000000,19400000000,-0.052,0.959,0,0.002702,105
