,describe,Pearson,Spearman
key_metrics.freeCashFlowPerShare,,0.11125392250615088,0.03932690261383155
ratio.freeCashFlowPerShare,,0.11125392250615088,0.03932690261383155
income_statement_growht.growthCostOfRevenue,,0.10566765307217463,0.17662603275936117
financial_growth.assetGrowth,,0.10516660254167018,0.2428101420415676
key_metrics.tangibleBookValuePerShare,,0.10425638113156632,0.03930255912722441
income_statement_growht.growthEBITDARatio,,0.10178584892990934,-0.022058337921571993
financial_growth.revenueGrowth,,0.10165680460986691,0.22544467121823294
cash_flow.stockBasedCompensation,,0.10034355756330486,0.23045764371361108
income_statement_growht.growthOperatingIncome,,0.0968568622591634,0.20241717117891234
key_metrics.revenuePerShare,,0.09569410876245198,-0.007899461404016303
ratio.dividendPayoutRatio,,0.09532378594086974,-0.045913922983127305
ratio.payoutRatio,,0.09532378594086974,-0.045913922983127305
key_metrics.payoutRatio,,0.09532378594086974,-0.045913922983127305
S&P500_INFO.CIK,,0.09439475179350978,0.07191486617304997
cash_flow.netChangeInCash,,0.09115812131929822,0.24127789461597923
ratio.operatingCashFlowPerShare,,0.09075867972727625,-0.002422176917410238
key_metrics.operatingCashFlowPerShare,,0.09075867972727625,-0.002422176917410238
cash_flow.otherInvestingActivites,,0.09025677051140066,-0.10031358201488187
key_metrics.bookValuePerShare,,0.08984394470681702,-0.07681587198882417
key_metrics.shareholdersEquityPerShare,,0.08984394470681702,-0.07681587198882417
balance_sheet.accumulatedOtherComprehensiveIncomeLoss,,0.0893981002609135,0.21824279396762186
income_statement.grossProfitRatio,,0.08856068627784958,0.15062560442484949
income_statement.totalOtherIncomeExpensesNet,,0.08622729175366052,0.22479088803744665
financial_growth.inventoryGrowth,,0.08609126640638735,0.0036231884812795634
balance_sheet.totalCurrentAssets,,0.08538273010668052,0.04232407888902938
cash_flow.deferredIncomeTax,,0.08434192100028692,0.05651512395592303
ratio.cashConversionCycle,,0.0836379691318616,0.0060363229179551305
ratio.receivablesTurnover,,0.07933828577086985,0.17844451968728678
key_metrics.receivablesTurnover,,0.07933828577086985,0.17844451968728678
ratio.shortTermCoverageRatios,,0.07929752491790147,0.18125352907961603
ratio.assetTurnover,,0.07527821752516708,-0.02646217520572403
cash_flow.freeCashFlow,,0.07323920927909784,-0.017825145051011168
financial_growth.fiveYNetIncomeGrowthPerShare,,0.06733951318930714,-0.000517891692334433
key_metrics.grahamNumber,,0.06583296085863095,-0.09310166452899954
ratio.operatingCashFlowSalesRatio,,0.06283790235004015,0.16207070762120493
financial_growth.tenYNetIncomeGrowthPerShare,,0.062363512578128326,0.09514879453061577
income_statement.incomeBeforeTax,,0.059392350010429654,0.02251562050709063
balance_sheet.totalStockholdersEquity,,0.05787940332233542,0.019765991790089747
balance_sheet.retainedEarnings,,0.057118588655663695,-0.030856342802254303
income_statement.epsdiluted,,0.057047464565567946,-0.03097462028165876
income_statement.eps,,0.056265589719071786,-0.03153127657060724
balance_sheet.otherAssets,,0.05323524903325148,0.03098593830993235
income_statement.depreciationAndAmortization,,0.051899566508514045,0.10339265128442295
cash_flow.netCashProvidedByOperatingActivities,,0.05149804397667771,-0.01843804402124651
cash_flow.operatingCashFlow,,0.05149804397667771,-0.01843804402124651
ratio.cashRatio,,0.05107978563818384,0.17437770101067268
financial_growth.sgaexpensesGrowth,,0.04965591632410514,0.1628680023837932
key_metrics.netIncomePerShare,,0.048278408696579504,-0.03496941851115384
income_statement_growht.growthGeneralAndAdministrativeExpenses,,0.04776736067368042,0.10447386620507243
ratio.grossProfitMargin,,0.046267102786380805,0.09859320244850824
cash_flow.depreciationAndAmortization,,0.045754385825374284,0.11435673286307738
balance_sheet.cashAndCashEquivalents,,0.043335934835358636,0.15993258128863314
ratio.effectiveTaxRate,,0.04309258680589346,0.07916585005452702
enterprise_value.minusCashAndCashEquivalents,,0.042537583983641714,0.15668081175210677
key_metrics.payablesTurnover,,0.04226094929890861,0.07496242486603255
ratio.payablesTurnover,,0.04226094929890861,0.07496242486603255
cash_flow.cashAtEndOfPeriod,,0.04153080715938979,0.15475764870280065
income_statement.operatingIncome,,0.04053903269984953,-0.037871887669970475
income_statement_growht.growthWeightedAverageShsOutDil,,0.0402829375376809,0.10933637753566963
key_metrics.interestCoverage,,0.0351790203918457,0.04314643193681799
ratio.interestCoverage,,0.0351790203918457,0.04314643193681799
key_metrics.interestDebtPerShare,,0.03244965593710828,-0.17775192385885216
income_statement.ebitda,,0.030684796715765045,-0.011806717153939328
balance_sheet.commonStock,,0.026584524062866533,-0.15298603504549468
income_statement.netIncome,,0.026038714666386277,0.018991274756508008
income_statement_growht.growthIncomeBeforeTax,,0.02469095747575143,0.10811025015512574
ratio.totalDebtToCapitalization,,0.024356196322047784,-0.03896103896103896
cash_flow.netIncome,,0.02415886641008748,0.014981719754854104
balance_sheet.otherCurrentAssets,,0.02233601107962682,0.050238083128599585
income_statement.operatingExpenses,,0.019823407295690047,0.04610362253881398
income_statement_growht.growthIncomeBeforeTaxRatio,,0.01771031857167803,0.08887616951793458
income_statement_growht.growthWeightedAverageShsOut,,0.01433425155679325,0.1430532687786703
income_statement.operatingIncomeRatio,,0.013564083369257313,0.046290700190896705
income_statement.revenue,,0.010428190717551016,-0.05507578246420356
income_statement.incomeBeforeTaxRatio,,0.009173147987842339,0.03335191896363981
income_statement.costAndExpenses,,0.008711512511240024,-0.023656097063350853
income_statement_growht.growthGrossProfit,,0.008208503404827495,0.2276130547957352
cash_flow.debtRepayment,,0.008013858886602426,0.06669775390982344
financial_growth.receivablesGrowth,,0.007764284532353872,0.15808095120901386
income_statement_growht.growthOperatingIncomeRatio,,0.006935997432407173,0.10240176115367693
income_statement_growht.growthInterestExpense,,0.005922354527049221,-0.0708361453609274
ratio.ebitPerRevenue,,0.005876754596044987,0.03489136764948807
ratio.pretaxProfitMargin,,0.005876754596044987,0.03489136764948807
cash_flow.accountsPayables,,0.005149381784122542,0.09221459273960805
S&P500_INFO.Column1,,0.0023255200759458024,-0.07094908010050127
cash_flow.otherFinancingActivites,,0.002296318608696559,0.018116360474680147
cash_flow.capitalExpenditure,,0.0007527979366374333,0.0010206824915651395
cash_flow.investmentsInPropertyPlantAndEquipment,,0.0007527979366374333,0.0010206824915651395
key_metrics.grahamNetNet,,-0.0008220418118893053,0.1987767398905859
balance_sheet.propertyPlantEquipmentNet,,-0.0020861579079605357,-0.03876408338826181
ratio.netIncomePerEBT,,-0.0025876374394733655,-0.007107221682211531
ratio.netProfitMargin,,-0.003456370572918723,0.002665676678110693
income_statement.generalAndAdministrativeExpenses,,-0.0056850314991489246,0.03584577212345963
balance_sheet.netReceivables,,-0.0076335782769219535,-0.08334748570459137
income_statement.grossProfit,,-0.013811079893768776,-0.028564061107476776
ratio.priceEarningsRatio,,-0.01383768974644051,0.34371957156767285
key_metrics.peRatio,,-0.01383768974644051,0.34371957156767285
ratio.returnOnAssets,,-0.01534176365367247,-0.011721674159911405
balance_sheet.totalLiabilitiesAndStockholdersEquity,,-0.01568950465290806,-0.06457571650285135
key_metrics.capexToRevenue,,-0.016017335935229082,0.03690120899008482
balance_sheet.totalAssets,,-0.01612963072084245,-0.06784451101077317
income_statement_growht.growthOperatingExpenses,,-0.020335567827322917,0.13249972483269212
ratio.returnOnCapitalEmployed,,-0.02202904298121758,-0.050294660798120346
key_metrics.roic,,-0.02202904298121758,-0.050294660798120346
ratio.operatingProfitMargin,,-0.030388679891929105,0.036917346804602104
balance_sheet.otherNonCurrentLiabilities,,-0.032536489399049504,-0.05123298359072263
balance_sheet.othertotalStockholdersEquity,,-0.03574310168987402,-0.3109353485219266
balance_sheet.deferredRevenue,,-0.037024460256114236,0.09019846509741929
key_metrics.pfcfRatio,,-0.039469467023971375,0.25416260954235637
ratio.priceToFreeCashFlowsRatio,,-0.039469467023971375,0.25416260954235637
income_statement_growht.growthOtherExpenses,,-0.04175500871035017,0.23105794218854334
balance_sheet.totalCurrentLiabilities,,-0.04199195068355196,-0.04150688026204893
ratio.companyEquityMultiplier,,-0.04200730778984872,-0.09496683116608044
financial_growth.operatingCashFlowGrowth,,-0.04260446053242743,0.09227534496320967
key_metrics.incomeQuality,,-0.04329787284419068,0.05103736215213761
income_statement.netIncomeRatio,,-0.04431673930111735,-0.0158246435555125
balance_sheet.totalNonCurrentAssets,,-0.04750047292627051,-0.0883932752449929
balance_sheet.intangibleAssets,,-0.04937736211441787,-0.13556008592976676
income_statement.interestExpense,,-0.05369175215220697,-0.050931015518007945
financial_growth.fiveYShareholdersEquityGrowthPerShare,,-0.05428818748739593,0.12909183297038102
ratio.debtEquityRatio,,-0.05458862739834311,-0.11366496170768192
key_metrics.debtToEquity,,-0.05458862739834311,-0.11366496170768192
balance_sheet.deferredTaxLiabilitiesNonCurrent,,-0.054736065922031056,-0.10897923900512321
key_metrics.evToFreeCashFlow,,-0.05544877966692479,0.21991236611489776
cash_flow.cashAtBeginningOfPeriod,,-0.05552763324874669,-0.043447727001127506
key_metrics.capexPerShare,,-0.059936021756153035,-0.021397001648347885
income_statement_growht.growthDepreciationAndAmortization,,-0.06042724045757044,0.07987918182436175
key_metrics.capexToOperatingCashFlow,,-0.06110346235988389,-0.05908240178261696
ratio.capitalExpenditureCoverageRatio,,-0.06110346235988389,-0.05908240178261696
financial_growth.weightedAverageSharesDilutedGrowth,,-0.061389778650253767,0.0973918274259135
financial_growth.grossProfitGrowth,,-0.06402818210682419,0.1968540854739731
balance_sheet.shortTermDebt,,-0.06456435877673856,-0.00460116617733619
cash_flow.accountsReceivables,,-0.06492726632011997,-0.09911304802238659
income_statement_growht.growthIncomeTaxExpense,,-0.06514465772031465,0.0697073366510339
income_statement.weightedAverageShsOut,,-0.0665537615894287,-0.05245531141777965
balance_sheet.totalLiabilities,,-0.06790303649044423,-0.0840863337220097
income_statement.weightedAverageShsOutDil,,-0.06946426934608664,-0.04508318112297094
enterprise_value.numberOfShares,,-0.06958278130530213,-0.06987022933231767
balance_sheet.goodwillAndIntangibleAssets,,-0.06989425298664333,-0.0850486754521039
balance_sheet.totalNonCurrentLiabilities,,-0.07011508806861624,-0.053032560167209725
income_statement.otherExpenses,,-0.07256326166920492,-0.16100414231260993
ratio.priceEarningsToGrowthRatio,,-0.07404394204716362,0.16638266796494644
income_statement_growht.growthSellingAndMarketingExpenses,,-0.07468511223117529,-0.12562084841408006
income_statement.costOfRevenue,,-0.07633901025573935,-0.14310405696213668
financial_growth.weightedAverageSharesGrowth,,-0.07823013060075731,0.14349440692602017
key_metrics.averageReceivables,,-0.08321398359903688,-0.15733521156114436
ratio.debtRatio,,-0.08419386388521881,-0.14093038865936885
key_metrics.debtToAssets,,-0.08419386388521881,-0.14093038865936885
balance_sheet.longTermDebt,,-0.08484668855534756,-0.10675900770367182
balance_sheet.totalDebt,,-0.08530344637018218,-0.0763047817726281
key_metrics.pocfratio,,-0.08784277586719923,0.35993184031158715
ratio.priceToOperatingCashFlowsRatio,,-0.08784277586719923,0.35993184031158715
ratio.priceCashFlowRatio,,-0.08784277586719923,0.35993184031158715
income_statement_growht.growthGrossProfitRatio,,-0.08824317180559145,0.07853639028343157
enterprise_value.addTotalDebt,,-0.0891427769322986,-0.1332113088467219
cash_flow.dividendsPaid,,-0.09075355935264862,-0.0670202405684092
financial_growth.tenYOperatingCFGrowthPerShare,,-0.09239469149774533,0.2197165930365759
balance_sheet.netDebt,,-0.09862752999591856,-0.1672526070891391
cash_flow.otherNonCashItems,,-0.09908674595791535,0.037989971447661176
income_statement_growht.growthNetIncomeRatio,,-0.1005646550865276,-0.02167088607783979
balance_sheet.goodwill,,-0.10687835497248453,-0.11464774020600929
key_metrics.returnOnTangibleAssets,,-0.11198355551153649,-0.08808744239474213
financial_growth.threeYDividendperShareGrowthPerShare,,-0.11240418583396947,0.01601148048841389
key_metrics.evToOperatingCashFlow,,-0.11251348416859015,0.3319863680623174
income_statement_growht.growthNetIncome,,-0.11328256963759031,-0.0016555052160680107
ratio.cashFlowCoverageRatios,,-0.11480401648025977,-0.053642010163749296
ratio.cashFlowToDebtRatio,,-0.11480401648025977,-0.053642010163749296
financial_growth.tenYDividendperShareGrowthPerShare,,-0.11591248879684146,-0.09750733137829912
financial_growth.rdexpenseGrowth,,-0.13144179648191037,-0.0654278438590458
income_statement_growht.growthResearchAndDevelopmentExpenses,,-0.13144179648191037,-0.0654278438590458
balance_sheet.otherNonCurrentAssets,,-0.13344462143215838,-0.13646238959165188
income_statement_growht.growthEPSDiluted,,-0.1351667478075037,-0.03350577875911435
ratio.longTermDebtToCapitalization,,-0.13633466024302757,-0.1270122879644805
income_statement_growht.growthEPS,,-0.1371737678272972,-0.035126031923812646
income_statement.researchAndDevelopmentExpenses,,-0.13842212294568562,-0.24319331462663998
balance_sheet.taxAssets,,-0.13887068148512552,0.14095813800919005
financial_growth.fiveYOperatingCFGrowthPerShare,,-0.1398325393152674,0.21017608321549655
financial_growth.fiveYDividendperShareGrowthPerShare,,-0.14651016137718897,0.006971748899380842
key_metrics.averagePayables,,-0.14658196745722027,-0.15300025662472436
ratio.returnOnEquity,,-0.15058813356070153,-0.1594658911412246
key_metrics.roe,,-0.15058813356070153,-0.1594658911412246
key_metrics.netDebtToEBITDA,,-0.15122796951481454,-0.17626008751115943
key_metrics.daysPayablesOutstanding,,-0.1551301884588587,-0.07496242486603255
ratio.daysOfPayablesOutstanding,,-0.1551301884588587,-0.07496242486603255
cash_flow.purchasesOfInvestments,,-0.16117691259330444,-0.29250868133372476
key_metrics.capexToDepreciation,,-0.16313106072835049,-0.10114320407906045
income_statement.sellingAndMarketingExpenses,,-0.16588058582121085,-0.14762742039902838
balance_sheet.accountPayables,,-0.16593358109260248,-0.1486817764983193
income_statement_growht.growthTotalOtherIncomeExpensesNet,,-0.18071310594521295,-0.17115737497507905
ratio.daysOfSalesOutstanding,,-0.18129557778128405,-0.17844451968728678
key_metrics.daysSalesOutstanding,,-0.18129557778128405,-0.17844451968728678
key_metrics.intangiblesToTotalAssets,,-0.1840512113108863,-0.2094539082801164
key_metrics.earningsYield,,-0.19497619741566027,-0.3687195715676728
key_metrics.researchAndDdevelopementToRevenue,,-0.21019148020334089,-0.12350905108152375
cash_flow.netCashUsedForInvestingActivites,,-0.2113327362381832,-0.29824744997456415
ratio.dividendYield,,-0.21165157406038723,-0.27578397212543554
key_metrics.dividendYield,,-0.21165157406038723,-0.27578397212543554
balance_sheet.inventory,,-0.25630571371111904,-0.2698550653715608
ratio.operatingCycle,,-0.26611864464883,-0.2580913045044716
cash_flow.commonStockRepurchased,,-0.27241870812341196,-0.28322780531299746
key_metrics.freeCashFlowYield,,-0.27348881196392455,-0.2983933787731256
cash_flow.inventory,,-0.2807793694331671,-0.38456250419332216
key_metrics.daysOfInventoryOnHand,,-0.3041233636328844,-0.5487381579642182
ratio.daysOfInventoryOutstanding,,-0.3041233636328844,-0.5487381579642182
key_metrics.averageInventory,,-0.31073828657878266,-0.33150442648329975
cash_flow.netCashUsedProvidedByFinancingActivities,,-0.3125280458795954,-0.2912298629163391
financial_growth.threeYOperatingCFGrowthPerShare,,-0.3149031709822181,0.1078805277016529
cash_flow.acquisitionsNet,,-0.32331066425514005,-0.3949719292035284
balance_sheet.deferredRevenueNonCurrent,,-0.3560420497245896,-0.34728723909314074
financial_growth.bookValueperShareGrowth,,,
key_metrics.investedCapital,,,
ratio.ebtPerEbit,,,
