,describe,Pearson,Spearman
income_statement_growht.growthGeneralAndAdministrativeExpenses,,0.131792600821666,0.2175204210311606
income_statement_growht.growthNetIncomeRatio,,0.12711774494927003,0.09570365402226207
ratio.grossProfitMargin,,0.12514999644483282,0.11798271090306489
ratio.totalDebtToCapitalization,,0.12300216511967416,0.0704776008885598
financial_growth.sgaexpensesGrowth,,0.12092218626850833,0.22383195638632922
financial_growth.inventoryGrowth,,0.12049016678655114,0.19182649520836825
key_metrics.evToFreeCashFlow,,0.11927117481774926,0.2632828783271261
ratio.ebitPerRevenue,,0.11811850548417939,0.13072744046195373
ratio.pretaxProfitMargin,,0.11811850548417939,0.13072744046195373
cash_flow.accountsReceivables,,0.11690706407883246,-0.14743465412023796
ratio.cashPerShare,,0.1148255932072503,0.23973246318379063
key_metrics.peRatio,,0.11471771924611603,0.43709638842382204
ratio.priceEarningsRatio,,0.11471771924611603,0.43709638842382204
income_statement.incomeBeforeTaxRatio,,0.11416220869697377,0.12947079232823
income_statement_growht.growthGrossProfit,,0.11412513032871231,0.3439527414840515
balance_sheet.cashAndCashEquivalents,,0.1127807732994694,0.10533545506884341
enterprise_value.minusCashAndCashEquivalents,,0.1127807732994694,0.10533545506884341
balance_sheet.cashAndShortTermInvestments,,0.11277663365179288,0.10870185587368844
income_statement.grossProfitRatio,,0.1116682949010996,0.10401000889966594
key_metrics.cashPerShare,,0.1113144406789795,0.2258260156490245
cash_flow.cashAtEndOfPeriod,,0.11052432340196808,0.09625426622694758
financial_growth.grossProfitGrowth,,0.10664097966910487,0.3485444531864674
ratio.operatingProfitMargin,,0.1065925413924524,0.09778931902825708
income_statement_growht.growthGrossProfitRatio,,0.10655157480999568,0.13020598212327972
income_statement.operatingIncomeRatio,,0.10567814272983066,0.11773355174059409
ratio.netProfitMargin,,0.10505491521368876,0.09983940957392284
ratio.interestCoverage,,0.104838810743902,0.19333695351872493
key_metrics.interestCoverage,,0.104838810743902,0.19333695351872493
key_metrics.pocfratio,,0.10289707003736209,0.41159838726210407
ratio.priceCashFlowRatio,,0.10289707003736209,0.41159838726210407
ratio.priceToOperatingCashFlowsRatio,,0.10289707003736209,0.41159838726210407
income_statement.operatingIncome,,0.10282996950755664,0.034070242870593695
cash_flow.debtRepayment,,0.09938638771322184,0.15681156356741915
income_statement_growht.growthRevenue,,0.09852842736813137,0.3219486398988792
ratio.freeCashFlowOperatingCashFlowRatio,,0.09801722935877123,0.08424163733898248
financial_growth.netIncomeGrowth,,0.09794137942741811,0.07358991887116122
income_statement.netIncomeRatio,,0.09650050143790981,0.08898589324600738
financial_growth.freeCashFlowGrowth,,0.09603236357983022,0.007532470882614696
income_statement.incomeBeforeTax,,0.09387293214241829,0.06855655891935837
ratio.assetTurnover,,0.09284658045460605,0.14030307171900092
income_statement_growht.growthCostOfRevenue,,0.0912147710375088,0.22937921605551329
financial_growth.tenYDividendperShareGrowthPerShare,,0.09119452992308325,0.20145466847686097
key_metrics.researchAndDdevelopementToRevenue,,0.09112447833105758,0.07363737486095662
key_metrics.incomeQuality,,0.09001795608229878,0.0872569788498992
financial_growth.threeYDividendperShareGrowthPerShare,,0.08962846988543274,0.04822527106244467
income_statement.ebitda,,0.08951944859861352,0.02267806212689184
cash_flow.accountsPayables,,0.08946207857477646,0.15118140055525664
financial_growth.revenueGrowth,,0.08903899996744903,0.314448414182714
financial_growth.fiveYDividendperShareGrowthPerShare,,0.08860464167027837,0.08449526154497684
balance_sheet.otherNonCurrentAssets,,0.08782477453251686,-0.06138312775480917
financial_growth.dividendsperShareGrowth,,0.0869016832369532,0.09549277519666162
ratio.dividendPayoutRatio,,0.08611802789059204,0.00492535749330742
ratio.payoutRatio,,0.08611802789059204,0.00492535749330742
key_metrics.payoutRatio,,0.08611802789059204,0.00492535749330742
financial_growth.fiveYShareholdersEquityGrowthPerShare,,0.08443477687515814,0.12153848138164089
cash_flow.netChangeInCash,,0.0833283118241211,0.1870103973792907
financial_growth.fiveYOperatingCFGrowthPerShare,,0.0821866892380332,0.22843802549659115
financial_growth.tenYShareholdersEquityGrowthPerShare,,0.08179192537594321,0.10380363983438883
financial_growth.threeYNetIncomeGrowthPerShare,,0.08178299431695721,0.06543834079271517
financial_growth.threeYOperatingCFGrowthPerShare,,0.0813849934735567,0.15070770193184568
financial_growth.tenYNetIncomeGrowthPerShare,,0.08136752711363934,0.1516103236124905
financial_growth.tenYOperatingCFGrowthPerShare,,0.08090065146337033,0.07434457562883809
financial_growth.fiveYNetIncomeGrowthPerShare,,0.08085716820325958,0.13733680081686334
financial_growth.tenYRevenueGrowthPerShare,,0.080454731417396,0.15478969702441603
financial_growth.threeYShareholdersEquityGrowthPerShare,,0.08037007549664701,0.15845274793308484
financial_growth.threeYRevenueGrowthPerShare,,0.08035705089555502,0.14059537475332448
financial_growth.fiveYRevenueGrowthPerShare,,0.07971543781601913,0.07808777315520073
cash_flow.otherWorkingCapital,,0.07547343661702631,0.11369919545393124
financial_growth.operatingIncomeGrowth,,0.07364183697254408,0.216094207478299
financial_growth.ebitgrowth,,0.07364183697254408,0.216094207478299
income_statement.generalAndAdministrativeExpenses,,0.07083519334033848,0.009997338478940715
cash_flow.acquisitionsNet,,0.06874085857634712,0.09217391304347826
cash_flow.cashAtBeginningOfPeriod,,0.06790165547161871,0.018576479762543927
ratio.operatingCycle,,0.06581754272785074,0.06251921959886561
balance_sheet.othertotalStockholdersEquity,,0.06498159684691733,0.20688613711869525
ratio.daysOfInventoryOutstanding,,0.064662047618378,0.08386578740561042
key_metrics.daysOfInventoryOnHand,,0.064662047618378,0.08386578740561042
ratio.receivablesTurnover,,0.06458103317910621,-0.047433970000341684
key_metrics.receivablesTurnover,,0.06458103317910621,-0.047433970000341684
cash_flow.netCashProvidedByOperatingActivities,,0.0629856557867424,-0.02279501422571467
cash_flow.operatingCashFlow,,0.0629856557867424,-0.02279501422571467
ratio.operatingCashFlowSalesRatio,,0.06265314271386152,0.08612942904978303
ratio.fixedAssetTurnover,,0.060904275205993445,0.10845946506323864
balance_sheet.totalCurrentAssets,,0.059735543044190244,-0.014594162335065974
balance_sheet.propertyPlantEquipmentNet,,0.05863840469415863,-0.11712186208163064
key_metrics.netIncomePerShare,,0.05842493432016001,0.14816175214405303
cash_flow.netIncome,,0.05654488194065836,0.06448388386580851
ratio.priceFairValue,,0.05628780502316341,0.3203522738920969
ratio.priceToBookRatio,,0.05628780502316341,0.3203522738920969
ratio.priceBookValueRatio,,0.05628780502316341,0.3203522738920969
key_metrics.pbRatio,,0.05628780502316341,0.3203522738920969
key_metrics.ptbRatio,,0.05628780502316341,0.3203522738920969
income_statement_growht.growthOtherExpenses,,0.056232598379621225,-0.06114972188527298
balance_sheet.otherCurrentLiabilities,,0.05587437433951513,0.12958331865732098
income_statement.grossProfit,,0.05502881628177236,-0.024873921399182264
balance_sheet.accountPayables,,0.05125957707283782,-0.05236765405720499
balance_sheet.inventory,,0.051191873580361244,-0.05306646443324863
income_statement.netIncome,,0.05048918054045784,0.046127003743956965
income_statement.revenue,,0.049722239695445494,-0.059008654602675056
income_statement.costOfRevenue,,0.04695962422595006,-0.10520308005829926
key_metrics.averageInventory,,0.046713393713171805,-0.05249097210815115
income_statement.costAndExpenses,,0.046041103642428666,-0.05659671615224878
cash_flow.freeCashFlow,,0.044858449400192575,0.004801385231031554
balance_sheet.otherLiabilities,,0.04400840656835822,0.03193315266485998
balance_sheet.retainedEarnings,,0.04393358091342255,-0.029336652435799873
key_metrics.averagePayables,,0.04247987198948259,-0.04084626798497772
key_metrics.workingCapital,,0.042174134518150566,0.0743328663682646
cash_flow.salesMaturitiesOfInvestments,,0.04181035851402954,0.33501742160278747
income_statement.depreciationAndAmortization,,0.03840086388428969,-0.11194548948285472
income_statement.operatingExpenses,,0.03790459514611371,-0.03527514613989115
key_metrics.revenuePerShare,,0.03754671943754935,-0.005458366077835105
cash_flow.depreciationAndAmortization,,0.03676721328958656,-0.10985376073347765
balance_sheet.totalCurrentLiabilities,,0.03658612738202811,-0.055474584359804464
key_metrics.daysSalesOutstanding,,0.03622208772335506,0.047433970000341684
ratio.daysOfSalesOutstanding,,0.03622208772335506,0.047433970000341684
cash_flow.commonStockIssued,,0.03447655483251427,0.1683140422949609
ratio.effectiveTaxRate,,0.030756812425281298,0.022491201694741517
income_statement_growht.growthDepreciationAndAmortization,,0.030529843629563888,0.04826046130081046
key_metrics.grahamNetNet,,0.02933851723149571,0.19160658762428673
ratio.operatingCashFlowPerShare,,0.02916188149399722,0.11608637714832405
key_metrics.operatingCashFlowPerShare,,0.02916188149399722,0.11608637714832405
balance_sheet.deferredRevenueNonCurrent,,0.0272623095441639,0.0
financial_growth.weightedAverageSharesDilutedGrowth,,0.026601631172207586,0.17045062866220084
key_metrics.evToOperatingCashFlow,,0.02649394300125396,0.30682167629070284
key_metrics.tangibleBookValuePerShare,,0.016180247606611464,-0.03966925205863259
ratio.freeCashFlowPerShare,,0.015530420548554068,0.14683773533331054
key_metrics.freeCashFlowPerShare,,0.015530420548554068,0.14683773533331054
income_statement.weightedAverageShsOutDil,,0.010475799330581273,-0.031761847412948546
enterprise_value.numberOfShares,,0.00870942909197921,-0.039091508574646654
income_statement.weightedAverageShsOut,,0.00870942909197921,-0.039091508574646654
ratio.netIncomePerEBT,,0.006651260130101123,-0.032049748863908156
cash_flow.purchasesOfInvestments,,0.004408260278342958,0.0740867933172661
financial_growth.receivablesGrowth,,0.0014288479626681616,0.15242858388600491
ratio.longTermDebtToCapitalization,,-0.0027040550140264947,0.01835815065687311
cash_flow.netCashUsedForInvestingActivites,,-0.0033871271318181933,-0.015798319327731094
financial_growth.weightedAverageSharesGrowth,,-0.0039288670499410434,0.11629183578415064
income_statement_growht.growthEPS,,-0.006014824311879265,0.0502972364773099
key_metrics.capexToOperatingCashFlow,,-0.006262822643942115,-0.11686370314688899
ratio.capitalExpenditureCoverageRatio,,-0.006262822643942115,-0.11686370314688899
income_statement_growht.growthEPSDiluted,,-0.00694683207906337,0.04900849577524362
key_metrics.roe,,-0.007911154200880509,0.16717634195510303
ratio.returnOnEquity,,-0.007911154200880509,0.16717634195510303
balance_sheet.shortTermDebt,,-0.011812980146946433,-0.03172440731126387
cash_flow.commonStockRepurchased,,-0.012191923611810165,0.014065490942293089
financial_growth.epsgrowth,,-0.012247286318549261,0.047732972926531864
financial_growth.epsdilutedGrowth,,-0.013298541520858733,0.045882473456898235
key_metrics.earningsYield,,-0.014896895751694656,-0.33520688830423345
cash_flow.dividendsPaid,,-0.016903524554924214,0.04643474282979689
ratio.debtRatio,,-0.021348982188720923,0.05675773216804074
key_metrics.debtToAssets,,-0.021348982188720923,0.05675773216804074
balance_sheet.shortTermInvestments,,-0.021728400520795426,0.12664092664092663
ratio.companyEquityMultiplier,,-0.023445921769368997,0.06248505142310452
ratio.debtEquityRatio,,-0.023637382558993458,0.04672498035329894
key_metrics.debtToEquity,,-0.023637382558993458,0.04672498035329894
key_metrics.interestDebtPerShare,,-0.03053418183249349,-0.19114531725151193
key_metrics.capexToDepreciation,,-0.030959513767709303,0.12802815457682715
balance_sheet.commonStock,,-0.03478750206064464,0.004920138399725006
income_statement.eps,,-0.034946325050664334,0.07387427186036571
income_statement.epsdiluted,,-0.035672855234337324,0.07193298121534074
financial_growth.debtGrowth,,-0.04413301690255631,-0.025816323922006872
balance_sheet.totalInvestments,,-0.04496953213191352,-0.09701576961237783
financial_growth.assetGrowth,,-0.045720968006738034,0.1665591827785015
balance_sheet.otherNonCurrentLiabilities,,-0.04823195196367063,-0.15032061758683413
ratio.cashConversionCycle,,-0.048249407518116835,-0.052021047596268834
income_statement_growht.growthEBITDARatio,,-0.048914937079533156,0.22794108163186338
income_statement.ebitdaratio,,-0.053586957736741485,0.05611303865550554
income_statement.otherExpenses,,-0.056504972414961684,0.04506901399951332
balance_sheet.totalLiabilitiesAndStockholdersEquity,,-0.056923630431002105,-0.1344494460280404
ratio.dividendYield,,-0.05758416530544055,-0.4448826774129012
key_metrics.dividendYield,,-0.05758416530544055,-0.4448826774129012
balance_sheet.totalAssets,,-0.05785386828991796,-0.13501696095755247
balance_sheet.totalStockholdersEquity,,-0.05912182950559716,-0.0864052501401448
balance_sheet.netReceivables,,-0.05946787547228362,-0.07543085030622418
balance_sheet.totalLiabilities,,-0.05959030525795579,-0.1401852482147637
income_statement_growht.growthCostAndExpenses,,-0.062029494238283515,0.17201506494176522
key_metrics.freeCashFlowYield,,-0.06227020658363061,-0.28974613045409503
ratio.shortTermCoverageRatios,,-0.0626225093143725,0.021130767966211005
key_metrics.averageReceivables,,-0.06301971034317169,-0.05348623657340518
balance_sheet.accumulatedOtherComprehensiveIncomeLoss,,-0.06303215584140161,0.01484034485379402
balance_sheet.otherAssets,,-0.06436722079487249,-0.11676235348181878
income_statement_growht.growthInterestExpense,,-0.06810926809241577,-0.04189068174383139
income_statement_growht.growthIncomeTaxExpense,,-0.0693477299366507,0.15740825832309854
balance_sheet.otherCurrentAssets,,-0.07208151980901119,-0.17316933386335964
income_statement.interestExpense,,-0.07413433004041607,-0.1387841432288503
key_metrics.capexPerShare,,-0.0743689208050621,-0.08631735401646906
income_statement.totalOtherIncomeExpensesNet,,-0.07787225044320377,-0.12912713527962322
S&P500_INFO.CIK,,-0.08074905615635711,0.007526487168183753
cash_flow.netCashUsedProvidedByFinancingActivities,,-0.08238465077977607,-0.028909253864238458
cash_flow.capitalExpenditure,,-0.08370451128549365,0.029908341778630342
cash_flow.investmentsInPropertyPlantAndEquipment,,-0.08370451128549365,0.029908341778630342
key_metrics.capexToRevenue,,-0.08824057104003667,-0.08024396077493423
key_metrics.netDebtToEBITDA,,-0.09209378409926537,-0.17973314654730585
balance_sheet.totalNonCurrentAssets,,-0.09318259464915643,-0.16761682423804672
enterprise_value.addTotalDebt,,-0.09851826437378343,-0.18687898247961268
S&P500_INFO.Column1,,-0.10258902468845403,-0.11253598452111181
balance_sheet.longTermInvestments,,-0.10477701390607815,-0.17305669199298657
key_metrics.grahamNumber,,-0.10538484035641274,0.02039840092937438
key_metrics.inventoryTurnover,,-0.10841517598848258,-0.08386578740561042
ratio.inventoryTurnover,,-0.10841517598848258,-0.08386578740561042
cash_flow.inventory,,-0.11117393797461081,-0.12250758382456338
key_metrics.intangiblesToTotalAssets,,-0.11241992710930288,-0.11202854230377166
balance_sheet.totalDebt,,-0.11421111881470748,-0.20412216841854577
balance_sheet.longTermDebt,,-0.11960391631972538,-0.1875555254872747
balance_sheet.goodwill,,-0.12093110565305312,-0.1688642797639759
income_statement.sellingAndMarketingExpenses,,-0.1265259830821448,-0.42782608695652175
balance_sheet.totalNonCurrentLiabilities,,-0.13099266792797618,-0.18367491712992223
income_statement_growht.growthOperatingExpenses,,-0.13688359670815672,0.15386748526395894
ratio.payablesTurnover,,-0.1437814011842329,-0.13614755113511864
key_metrics.payablesTurnover,,-0.1437814011842329,-0.13614755113511864
financial_growth.operatingCashFlowGrowth,,-0.14589055621431618,-0.028607957797495292
balance_sheet.taxPayables,,-0.14764064932347307,0.05844155844155844
balance_sheet.deferredTaxLiabilitiesNonCurrent,,-0.14848464008491388,-0.17219542362399506
ratio.dividendPaidAndCapexCoverageRatio,,-0.1553871923770283,-0.0211876113445178
cash_flow.otherInvestingActivites,,-0.161281812382595,-0.332274990596051
cash_flow.otherNonCashItems,,-0.1716702596297758,-0.10896106154410101
balance_sheet.netDebt,,-0.17263435979763103,-0.23432562458887413
balance_sheet.goodwillAndIntangibleAssets,,-0.18247671378653213,-0.17560247239391624
key_metrics.shareholdersEquityPerShare,,-0.2045863116710308,-0.09053712372296444
key_metrics.bookValuePerShare,,-0.2045863116710308,-0.09053712372296444
balance_sheet.intangibleAssets,,-0.21878033772143893,-0.17206037206037206
cash_flow.otherFinancingActivites,,-0.25331985037745886,-0.21428784578198204
income_statement_growht.growthSellingAndMarketingExpenses,,-0.2735124412816631,-0.012280701754385965
balance_sheet.deferredRevenue,,-0.29600265903108036,-0.10913782331324258
key_metrics.salesGeneralAndAdministrativeToRevenue,,-0.32234030713753226,-0.3993808049535604
balance_sheet.taxAssets,,-0.3545414519125509,-0.2497177874536365
financial_growth.bookValueperShareGrowth,,,
key_metrics.investedCapital,,,
ratio.ebtPerEbit,,,
